transaction_id,account_id,transaction_date,transaction_type,transaction_amount,transaction_direction,transaction_status,channel,merchant_category,amount_issue,transaction_month,transaction_year
TXN61716,ACC20470,2025-07-07 10:26:00,ATM,1693.24,Debit,Successful,Mobile App,Fuel,Valid,July,2025
TXN61717,ACC23861,2025-07-04 09:40:00,Cash Withdrawal,1646.83,Debit,Successful,Mobile App,Dining,Valid,July,2025
TXN61718,ACC22340,2025-10-12 05:13:00,IMPS,1959.12,Credit,Successful,Mobile App,Entertainment,Valid,October,2025
TXN61719,ACC22125,2025-09-16 09:33:00,Cash Deposit,6631.09,Debit,Successful,ATM,Healthcare,Valid,September,2025
TXN61720,ACC22010,2025-03-31 22:33:00,NEFT,4503.52,Credit,Successful,Internet Banking,Other,Valid,March,2025
TXN61721,ACC22063,2025-12-14 15:05:00,IMPS,9199.28,Debit,Successful,Mobile App,Education,Valid,December,2025
TXN61722,ACC23949,2025-08-13 09:15:00,UPI,6196.92,Credit,Reversed,ATM,Healthcare,Valid,August,2025
TXN61723,ACC21197,2025-06-07 15:52:00,UPI,49441.73,Debit,Successful,POS,Other,Valid,June,2025
TXN61724,ACC22680,2025-07-28 04:14:00,Bill Payment,4006.42,Debit,Pending,Internet Banking,Groceries,Valid,July,2025
TXN61725,ACC20226,2025-09-30 03:28:00,ATM,3925.31,Debit,Successful,Mobile App,Utilities,Valid,September,2025
TXN61726,ACC21741,2025-12-17 16:58:00,ATM,1237.45,Debit,Successful,Internet Banking,Other,Valid,December,2025
TXN61727,ACC21509,2025-06-15 14:58:00,POS,1417.34,Debit,Successful,Mobile App,Other,Valid,June,2025
TXN61728,ACC23710,2025-10-11 02:39:00,Cash Withdrawal,5918.81,Debit,Successful,ATM,Healthcare,Valid,October,2025
TXN61729,ACC23151,2025-01-02 05:36:00,Cash Withdrawal,2825.57,Debit,Successful,ATM,Other,Valid,January,2025
TXN61730,ACC24461,2025-06-16 04:10:00,UPI,5509.73,Debit,Successful,POS,Other,Valid,June,2025
TXN61731,ACC20336,2025-02-17 21:51:00,UPI,1714.81,Debit,Reversed,Mobile App,Travel,Valid,February,2025
TXN61732,ACC23206,2025-04-16 07:57:00,Bill Payment,5007.51,Debit,Successful,Mobile App,Dining,Valid,April,2025
TXN61733,ACC25062,2025-01-24 11:33:00,POS,1007.65,Debit,Successful,Internet Banking,Dining,Valid,January,2025
TXN61734,ACC24839,2025-07-10 18:23:00,ATM,713.95,Debit,Successful,Branch,Travel,Valid,July,2025
TXN61735,ACC24899,2025-04-05 04:20:00,ATM,9462.85,Debit,Successful,Internet Banking,Education,Valid,April,2025
TXN61736,ACC22952,2025-03-12 06:48:00,UPI,1612.08,Credit,Successful,Mobile App,Utilities,Valid,March,2025
TXN61737,ACC24340,2025-05-09 03:43:00,POS,7905.55,Debit,Successful,Branch,Groceries,Valid,May,2025
TXN61738,ACC21831,2025-02-21 05:08:00,UPI,1370.99,Debit,Successful,Mobile App,Groceries,Valid,February,2025
TXN61739,ACC25738,2025-02-13 16:30:00,NEFT,3168.01,Debit,Successful,Mobile App,Utilities,Valid,February,2025
TXN61740,ACC21860,2025-12-06 04:44:00,UPI,2482.17,Credit,Successful,POS,Healthcare,Valid,December,2025
TXN61741,ACC21987,2025-11-26 02:06:00,Bill Payment,215.21,Debit,Successful,Internet Banking,Travel,Valid,November,2025
TXN61742,ACC24818,2025-08-06 10:02:00,UPI,1047.73,Debit,Successful,Mobile App,Dining,Valid,August,2025
TXN61743,ACC23013,2025-05-18 17:21:00,POS,5226.26,Debit,Reversed,ATM,Travel,Valid,May,2025
TXN61744,ACC23662,2025-04-26 07:37:00,UPI,2510.66,Debit,Successful,Internet Banking,Education,Valid,April,2025
TXN61745,ACC22585,2025-03-14 09:28:00,Bill Payment,6393.06,Credit,Successful,ATM,Fuel,Valid,March,2025
TXN61746,ACC21420,2025-09-01 11:22:00,IMPS,806.19,Credit,Successful,Internet Banking,Shopping,Valid,September,2025
TXN61747,ACC20540,2025-11-23 08:38:00,IMPS,453.62,Debit,Successful,Internet Banking,Education,Valid,November,2025
TXN61748,ACC23076,2025-03-29 03:56:00,Cash Deposit,3272.04,Debit,Successful,Mobile App,Education,Valid,March,2025
TXN61749,ACC25338,2025-06-23 16:56:00,Cash Deposit,1236.38,Debit,Pending,ATM,Utilities,Valid,June,2025
TXN61750,ACC23364,2025-02-26 23:50:00,IMPS,12286.82,Debit,Successful,POS,Entertainment,Valid,February,2025
TXN61751,ACC24995,2025-07-12 03:59:00,NEFT,2140.29,Debit,Pending,Internet Banking,Utilities,Valid,July,2025
TXN61752,ACC24555,2025-11-09 05:30:00,IMPS,3553.36,Debit,Successful,Branch,Healthcare,Valid,November,2025
TXN61753,ACC20315,2025-12-05 14:33:00,UPI,11584.5,Debit,Successful,Internet Banking,Shopping,Valid,December,2025
TXN61754,ACC23564,2025-01-04 19:42:00,IMPS,761.18,Credit,Successful,Branch,Fuel,Valid,January,2025
TXN61755,ACC24127,2025-11-08 22:57:00,Cash Deposit,908.84,Credit,Successful,POS,Groceries,Valid,November,2025
TXN61756,ACC24179,2025-05-14 10:51:00,POS,544.55,Debit,Successful,Internet Banking,Utilities,Valid,May,2025
TXN61757,ACC23908,2025-10-27 07:26:00,UPI,2255.1,Credit,Successful,Mobile App,Healthcare,Valid,October,2025
TXN61758,ACC22721,2025-07-03 07:37:00,ATM,919.55,Debit,Successful,Mobile App,Healthcare,Valid,July,2025
TXN61759,ACC25649,2025-08-26 05:07:00,ATM,1416.15,Debit,Pending,ATM,Dining,Valid,August,2025
TXN61760,ACC24059,2025-06-07 12:05:00,UPI,1507.33,Debit,Successful,Internet Banking,Groceries,Valid,June,2025
TXN61761,ACC24794,2025-11-30 08:20:00,POS,1278.18,Credit,Successful,POS,Education,Valid,November,2025
TXN61762,ACC24208,2025-11-30 05:45:00,POS,628.21,Credit,Successful,ATM,Healthcare,Valid,November,2025
TXN61763,ACC22487,2025-04-28 12:09:00,POS,1909.44,Debit,Successful,ATM,Fuel,Valid,April,2025
TXN61764,ACC22065,2025-11-28 17:53:00,Cash Withdrawal,215.37,Credit,Successful,Internet Banking,Entertainment,Valid,November,2025
TXN61765,ACC24319,2025-05-24 05:45:00,Cash Withdrawal,515.02,Debit,Successful,Mobile App,Utilities,Valid,May,2025
TXN61766,ACC25104,2025-03-08 01:01:00,UPI,8733.02,Debit,Successful,POS,Fuel,Valid,March,2025
TXN61767,ACC20057,2025-04-13 14:39:00,NEFT,965.48,Debit,Successful,Branch,Dining,Valid,April,2025
TXN61768,ACC24485,2025-09-25 16:10:00,Bill Payment,2164.22,Credit,Successful,Internet Banking,Shopping,Valid,September,2025
TXN61769,ACC25060,2025-11-21 08:16:00,Cash Deposit,228.72,Credit,Successful,Mobile App,Education,Valid,November,2025
TXN61770,ACC23684,2025-12-13 22:46:00,ATM,516.76,Credit,Successful,Mobile App,Fuel,Valid,December,2025
TXN61771,ACC21634,2025-02-15 08:41:00,IMPS,1652.29,Debit,Reversed,Mobile App,Groceries,Valid,February,2025
TXN61772,ACC21368,2025-01-21 10:38:00,POS,3125.04,Debit,Successful,Mobile App,Fuel,Valid,January,2025
TXN61773,ACC22617,2025-03-14 14:19:00,UPI,303.66,Credit,Successful,Mobile App,Education,Valid,March,2025
TXN61774,ACC20223,2025-05-04 23:43:00,POS,18071.63,Debit,Reversed,Mobile App,Groceries,Valid,May,2025
TXN61775,ACC23326,2025-05-22 02:38:00,Cash Deposit,825.42,Debit,Successful,Mobile App,Dining,Valid,May,2025
TXN61776,ACC20019,2025-02-19 16:23:00,UPI,1069.17,Credit,Successful,Mobile App,Travel,Valid,February,2025
TXN61777,ACC25422,2025-04-16 16:22:00,Cash Withdrawal,2748.92,Debit,Successful,Mobile App,Groceries,Valid,April,2025
TXN61778,ACC24766,2025-12-01 01:10:00,ATM,4402.02,Credit,Successful,ATM,Travel,Valid,December,2025
TXN61779,ACC21871,2025-06-30 01:08:00,NEFT,4573.21,Debit,Successful,POS,Utilities,Valid,June,2025
TXN61780,ACC23696,2025-04-25 22:32:00,UPI,3943.62,Debit,Successful,Internet Banking,Entertainment,Valid,April,2025
TXN61781,ACC21176,2025-02-20 20:02:00,UPI,1135.11,Credit,Failed,ATM,Education,Valid,February,2025
TXN61782,ACC25294,2025-01-18 15:06:00,NEFT,1255.23,Debit,Pending,Mobile App,Healthcare,Valid,January,2025
TXN61783,ACC24139,2025-01-17 15:49:00,UPI,2396.55,Credit,Successful,Mobile App,Utilities,Valid,January,2025
TXN61784,ACC24036,2025-12-04 08:04:00,UPI,2933.75,Debit,Successful,POS,Entertainment,Valid,December,2025
TXN61785,ACC25821,2025-03-19 23:01:00,UPI,4890.53,Credit,Reversed,Internet Banking,Education,Valid,March,2025
TXN61786,ACC25609,2025-06-30 16:05:00,UPI,1774.74,Debit,Reversed,Mobile App,Groceries,Valid,June,2025
TXN61787,ACC22365,2025-06-12 15:53:00,Bill Payment,961.05,Debit,Successful,Internet Banking,Dining,Valid,June,2025
TXN61788,ACC25065,2025-06-07 01:24:00,ATM,1194.1,Debit,Successful,POS,Groceries,Valid,June,2025
TXN61789,ACC22341,2025-07-10 09:35:00,ATM,642.67,Credit,Successful,POS,Travel,Valid,July,2025
TXN61790,ACC25682,2025-02-24 12:20:00,UPI,953.93,Credit,Failed,Branch,Groceries,Valid,February,2025
TXN61791,ACC24068,2025-11-12 17:53:00,UPI,1064.36,Debit,Successful,Branch,Shopping,Valid,November,2025
TXN61792,ACC25417,2025-01-19 05:46:00,POS,1410.22,Credit,Successful,Mobile App,Healthcare,Valid,January,2025
TXN61793,ACC24609,2025-02-09 22:38:00,UPI,572.25,Credit,Successful,Mobile App,Utilities,Valid,February,2025
TXN61794,ACC20012,2025-09-12 05:01:00,UPI,12748.47,Debit,Successful,Internet Banking,Travel,Valid,September,2025
TXN61795,ACC23575,2025-04-16 22:50:00,Cash Withdrawal,2555.17,Credit,Successful,POS,Travel,Valid,April,2025
TXN61796,ACC25975,2025-09-30 23:32:00,Cash Withdrawal,3165.68,Debit,Successful,POS,Fuel,Valid,September,2025
TXN61797,ACC21953,2025-02-15 12:53:00,ATM,599.41,Debit,Successful,Branch,Travel,Valid,February,2025
TXN61798,ACC21198,2025-11-06 20:21:00,UPI,2483.8,Debit,Successful,POS,Dining,Valid,November,2025
TXN61799,ACC22438,2025-02-17 19:50:00,UPI,11972.01,Debit,Successful,Internet Banking,Shopping,Valid,February,2025
TXN61800,ACC24730,2025-03-27 21:20:00,POS,9936.28,Debit,Successful,POS,Other,Valid,March,2025
TXN61801,ACC20726,2025-05-16 21:29:00,ATM,6799.93,Debit,Successful,Branch,Utilities,Valid,May,2025
TXN61802,ACC20408,2025-11-30 15:54:00,POS,1744.72,Debit,Successful,POS,Education,Valid,November,2025
TXN61803,ACC25612,2025-05-13 22:57:00,IMPS,822.47,Debit,Successful,POS,Entertainment,Valid,May,2025
TXN61804,ACC22729,2025-05-20 07:34:00,ATM,1132.74,Debit,Successful,POS,Healthcare,Valid,May,2025
TXN61805,ACC25903,2025-10-02 02:59:00,UPI,5159.98,Debit,Successful,ATM,Healthcare,Valid,October,2025
TXN61806,ACC23110,2025-03-14 19:53:00,UPI,10140.13,Credit,Successful,ATM,Travel,Valid,March,2025
TXN61807,ACC23419,2025-08-21 22:33:00,IMPS,179.13,Debit,Successful,Branch,Healthcare,Valid,August,2025
TXN61808,ACC24867,2025-05-09 09:40:00,Bill Payment,3399.78,Debit,Successful,Internet Banking,Utilities,Valid,May,2025
TXN61809,ACC21270,2025-12-09 15:55:00,Bill Payment,1598.69,Credit,Successful,Internet Banking,Travel,Valid,December,2025
TXN61810,ACC20070,2025-06-12 17:43:00,UPI,2431.2,Debit,Successful,POS,Other,Valid,June,2025
TXN61811,ACC21772,2025-06-02 07:55:00,POS,11401.85,Credit,Successful,Mobile App,Shopping,Valid,June,2025
TXN61812,ACC23872,2025-11-09 18:20:00,ATM,2811.81,Credit,Successful,POS,Dining,Valid,November,2025
TXN61813,ACC25050,2025-03-24 23:28:00,POS,2311.68,Credit,Successful,Internet Banking,Other,Valid,March,2025
TXN61814,ACC20037,2025-02-18 17:33:00,POS,1914.64,Debit,Successful,Mobile App,Education,Valid,February,2025
TXN61815,ACC25071,2025-02-20 20:46:00,IMPS,1220.9,Credit,Failed,Mobile App,Utilities,Valid,February,2025
TXN61816,ACC23703,2025-12-30 08:55:00,UPI,2062.4,Credit,Successful,ATM,Travel,Valid,December,2025
TXN61817,ACC25543,2025-08-02 02:21:00,Cash Withdrawal,4878.43,Debit,Successful,Mobile App,Education,Valid,August,2025
TXN61818,ACC20455,2025-04-23 12:38:00,UPI,4093.37,Debit,Successful,POS,Healthcare,Valid,April,2025
TXN61819,ACC22274,2025-07-17 07:57:00,IMPS,2037.6,Debit,Successful,POS,Fuel,Valid,July,2025
TXN61820,ACC22936,2025-11-07 10:04:00,UPI,2227.57,Debit,Successful,Mobile App,Healthcare,Valid,November,2025
TXN61821,ACC21433,2025-02-25 15:20:00,Cash Deposit,1464.04,Credit,Successful,Internet Banking,Travel,Valid,February,2025
TXN61822,ACC25796,2025-05-24 02:14:00,Cash Withdrawal,2520.34,Debit,Successful,ATM,Education,Valid,May,2025
TXN61823,ACC24106,2025-03-19 23:08:00,UPI,4865.98,Credit,Successful,POS,Travel,Valid,March,2025
TXN61824,ACC22773,2025-04-25 00:12:00,UPI,2459.53,Debit,Successful,Branch,Dining,Valid,April,2025
TXN61825,ACC22348,2025-06-20 09:18:00,Cash Withdrawal,101.57,Debit,Successful,Mobile App,Shopping,Valid,June,2025
TXN61826,ACC25610,2025-04-06 19:40:00,UPI,1741.38,Credit,Successful,Mobile App,Travel,Valid,April,2025
TXN61827,ACC25553,2025-02-18 21:40:00,ATM,5149.35,Debit,Successful,Mobile App,Utilities,Valid,February,2025
TXN61828,ACC21548,2025-12-04 19:22:00,ATM,1874.76,Debit,Successful,Mobile App,Shopping,Valid,December,2025
TXN61829,ACC25856,2025-03-19 01:03:00,IMPS,1344.76,Debit,Successful,Internet Banking,Education,Valid,March,2025
TXN61830,ACC23845,2025-02-05 00:02:00,UPI,462.78,Debit,Successful,Mobile App,Fuel,Valid,February,2025
TXN61831,ACC21180,2025-02-09 06:24:00,ATM,2048.46,Credit,Successful,POS,Education,Valid,February,2025
TXN61832,ACC20493,2025-06-29 11:44:00,Cash Withdrawal,1191.44,Debit,Successful,Internet Banking,Healthcare,Valid,June,2025
TXN61833,ACC22570,2025-06-14 02:17:00,POS,1650.06,Debit,Successful,Mobile App,Education,Valid,June,2025
TXN61834,ACC25056,2025-03-16 04:30:00,Cash Withdrawal,12100.86,Debit,Pending,Internet Banking,Fuel,Valid,March,2025
TXN61835,ACC21889,2025-12-12 22:22:00,NEFT,2637.99,Debit,Successful,POS,Shopping,Valid,December,2025
TXN61836,ACC24666,2025-01-11 00:35:00,UPI,716.36,Credit,Successful,POS,Healthcare,Valid,January,2025
TXN61837,ACC21522,2025-06-27 21:01:00,UPI,1416.68,Debit,Successful,Mobile App,Other,Valid,June,2025
TXN61838,ACC20449,2025-12-10 12:15:00,POS,1310.73,Credit,Successful,Branch,Utilities,Valid,December,2025
TXN61839,ACC20556,2025-06-04 20:08:00,UPI,1135.38,Credit,Successful,Internet Banking,Dining,Valid,June,2025
TXN61840,ACC21653,2025-09-19 18:10:00,Bill Payment,2427.56,Debit,Successful,ATM,Travel,Valid,September,2025
TXN61841,ACC23548,2025-01-17 15:52:00,POS,3054.28,Debit,Failed,POS,Entertainment,Valid,January,2025
TXN61842,ACC23404,2025-07-15 10:48:00,UPI,753.96,Debit,Successful,ATM,Education,Valid,July,2025
TXN61843,ACC21034,2025-10-06 12:53:00,NEFT,399.52,Credit,Successful,Internet Banking,Groceries,Valid,October,2025
TXN61844,ACC21133,2025-08-23 18:04:00,ATM,2125.0,Debit,Successful,POS,Fuel,Valid,August,2025
TXN61845,ACC25103,2025-04-10 18:04:00,Bill Payment,4110.93,Credit,Successful,POS,Education,Valid,April,2025
TXN61846,ACC24789,2025-11-02 05:04:00,UPI,245.28,Credit,Successful,Internet Banking,Other,Valid,November,2025
TXN61847,ACC24972,2025-11-01 00:52:00,IMPS,5987.23,Credit,Successful,ATM,Utilities,Valid,November,2025
TXN61848,ACC23489,2025-06-06 22:52:00,ATM,1992.36,Credit,Successful,Mobile App,Travel,Valid,June,2025
TXN61849,ACC21121,2025-03-14 13:20:00,UPI,297.77,Credit,Successful,Mobile App,Shopping,Valid,March,2025
TXN61850,ACC21789,2025-10-27 12:39:00,Cash Withdrawal,3171.66,Debit,Successful,Internet Banking,Education,Valid,October,2025
TXN61851,ACC20146,2025-02-09 16:49:00,UPI,2485.6,Debit,Successful,ATM,Shopping,Valid,February,2025
TXN61852,ACC20042,2025-05-24 19:36:00,IMPS,6217.06,Debit,Successful,POS,Fuel,Valid,May,2025
TXN61853,ACC21332,2025-07-24 02:36:00,NEFT,435.52,Debit,Failed,Mobile App,Dining,Valid,July,2025
TXN61854,ACC20613,2025-11-17 03:11:00,Cash Deposit,419.57,Debit,Failed,Internet Banking,Education,Valid,November,2025
TXN61855,ACC23978,2025-01-21 11:44:00,NEFT,4061.87,Debit,Successful,ATM,Fuel,Valid,January,2025
TXN61856,ACC24340,2025-03-11 23:51:00,Bill Payment,514.0,Credit,Successful,ATM,Education,Valid,March,2025
TXN61857,ACC23438,2025-10-09 15:09:00,ATM,2152.8,Debit,Successful,Mobile App,Entertainment,Valid,October,2025
TXN61858,ACC25114,2025-03-23 08:28:00,UPI,2469.87,Debit,Successful,ATM,Healthcare,Valid,March,2025
TXN61859,ACC22201,2025-12-10 18:24:00,UPI,888.21,Credit,Successful,Mobile App,Other,Valid,December,2025
TXN61860,ACC24399,2025-12-26 12:09:00,UPI,375.41,Debit,Successful,POS,Fuel,Valid,December,2025
TXN61861,ACC24919,2025-11-18 11:44:00,POS,8997.25,Debit,Reversed,Mobile App,Other,Valid,November,2025
TXN61862,ACC24984,2025-11-07 17:41:00,Bill Payment,1526.88,Debit,Successful,Mobile App,Dining,Valid,November,2025
TXN61863,ACC23598,2025-12-26 02:45:00,Cash Withdrawal,1643.05,Credit,Successful,ATM,Other,Valid,December,2025
TXN61864,ACC20951,2025-10-11 19:33:00,Bill Payment,734.78,Debit,Successful,ATM,Groceries,Valid,October,2025
TXN61865,ACC24500,2025-10-17 00:32:00,IMPS,1878.96,Debit,Successful,Mobile App,Healthcare,Valid,October,2025
TXN61866,ACC22342,2025-06-16 01:29:00,NEFT,812.95,Credit,Successful,POS,Other,Valid,June,2025
TXN61867,ACC23340,2025-10-18 13:02:00,UPI,279.86,Debit,Failed,Internet Banking,Shopping,Valid,October,2025
TXN61868,ACC22021,2025-03-19 23:21:00,IMPS,579.97,Debit,Successful,POS,Other,Valid,March,2025
TXN61869,ACC20196,2025-02-03 10:59:00,UPI,652.79,Debit,Successful,POS,Travel,Valid,February,2025
TXN61870,ACC20789,2025-04-16 11:55:00,UPI,9791.12,Debit,Successful,Branch,Entertainment,Valid,April,2025
TXN61871,ACC25202,2025-11-17 00:20:00,UPI,6657.36,Debit,Successful,ATM,Entertainment,Valid,November,2025
TXN61872,ACC25587,2025-03-18 19:21:00,Bill Payment,4033.72,Debit,Successful,Internet Banking,Travel,Valid,March,2025
TXN61873,ACC24739,2025-06-29 10:52:00,Bill Payment,2099.1,Debit,Successful,POS,Fuel,Valid,June,2025
TXN61874,ACC21317,2025-09-07 01:18:00,ATM,562.18,Credit,Successful,Mobile App,Other,Valid,September,2025
TXN61875,ACC25237,2025-10-04 01:56:00,Bill Payment,14145.9,Debit,Successful,Branch,Utilities,Valid,October,2025
TXN61876,ACC22092,2025-03-31 04:23:00,POS,560.46,Debit,Successful,Branch,Entertainment,Valid,March,2025
TXN61877,ACC21759,2025-03-24 03:43:00,ATM,529.54,Debit,Successful,Internet Banking,Utilities,Valid,March,2025
TXN61878,ACC20772,2025-06-02 01:46:00,UPI,474.63,Debit,Pending,POS,Education,Valid,June,2025
TXN61879,ACC23671,2025-11-23 04:00:00,UPI,1509.17,Debit,Successful,Internet Banking,Dining,Valid,November,2025
TXN61880,ACC22824,2025-03-25 14:01:00,POS,471.89,Debit,Successful,POS,Entertainment,Valid,March,2025
TXN61881,ACC24044,2025-04-16 14:32:00,ATM,1424.69,Credit,Successful,Branch,Utilities,Valid,April,2025
TXN61882,ACC20155,2025-11-07 10:15:00,IMPS,541.0,Debit,Successful,Mobile App,Healthcare,Valid,November,2025
TXN61883,ACC25514,2025-02-28 18:43:00,IMPS,2921.88,Debit,Successful,ATM,Healthcare,Valid,February,2025
TXN61884,ACC20103,2025-04-12 01:07:00,NEFT,1776.0749999999998,Debit,Successful,Mobile App,Other,Valid,April,2025
TXN61885,ACC25008,2025-12-08 15:56:00,POS,1570.15,Credit,Successful,POS,Groceries,Valid,December,2025
TXN61886,ACC22182,2025-08-29 13:55:00,Cash Deposit,3529.71,Debit,Successful,Internet Banking,Utilities,Valid,August,2025
TXN61887,ACC20406,2025-07-14 07:42:00,Cash Withdrawal,910.45,Debit,Successful,Mobile App,Utilities,Valid,July,2025
TXN61888,ACC22879,2025-09-19 03:23:00,UPI,8312.69,Credit,Successful,Mobile App,Healthcare,Valid,September,2025
TXN61889,ACC24794,2025-09-26 11:37:00,NEFT,1148.47,Debit,Successful,Mobile App,Healthcare,Valid,September,2025
TXN61890,ACC23859,2025-05-29 21:41:00,NEFT,2911.68,Debit,Successful,ATM,Groceries,Valid,May,2025
TXN61891,ACC25935,2025-03-10 15:48:00,POS,10201.25,Credit,Successful,POS,Fuel,Valid,March,2025
TXN61892,ACC22749,2025-06-30 04:03:00,Cash Deposit,4577.34,Credit,Successful,Internet Banking,Other,Valid,June,2025
TXN61893,ACC22355,2025-08-07 23:15:00,POS,3892.58,Debit,Successful,Mobile App,Education,Valid,August,2025
TXN61894,ACC23388,2025-01-29 23:19:00,UPI,397.73,Credit,Successful,ATM,Shopping,Valid,January,2025
TXN61895,ACC22242,2025-07-22 19:40:00,POS,9488.12,Debit,Successful,Mobile App,Fuel,Valid,July,2025
TXN61896,ACC25605,2025-10-07 06:13:00,UPI,1214.03,Debit,Failed,Mobile App,Utilities,Valid,October,2025
TXN61897,ACC25141,2025-03-05 09:56:00,Cash Withdrawal,9893.8,Credit,Successful,Mobile App,Other,Valid,March,2025
TXN61898,ACC20307,2025-03-23 08:25:00,Cash Withdrawal,1608.55,Credit,Successful,Branch,Healthcare,Valid,March,2025
TXN61899,ACC22801,2025-07-23 11:05:00,UPI,1099.64,Debit,Successful,ATM,Dining,Valid,July,2025
TXN61900,ACC25130,2025-06-15 20:26:00,NEFT,1894.02,Credit,Successful,POS,Education,Valid,June,2025
TXN61901,ACC25133,2025-04-11 16:21:00,POS,2968.71,Debit,Successful,Branch,Other,Valid,April,2025
TXN61902,ACC24292,2025-08-08 01:43:00,UPI,4852.85,Debit,Successful,Mobile App,Utilities,Valid,August,2025
TXN61903,ACC22462,2025-06-03 08:35:00,ATM,21022.23,Debit,Successful,POS,Utilities,Valid,June,2025
TXN61904,ACC23470,2025-08-07 22:14:00,UPI,1607.7,Debit,Successful,Branch,Shopping,Valid,August,2025
TXN61905,ACC21757,2025-09-22 01:19:00,ATM,1852.84,Debit,Successful,Mobile App,Fuel,Valid,September,2025
TXN61906,ACC22279,2025-03-20 14:33:00,ATM,2741.89,Debit,Successful,ATM,Shopping,Valid,March,2025
TXN61907,ACC22449,2025-04-13 03:01:00,Cash Deposit,1623.95,Debit,Successful,Branch,Education,Valid,April,2025
TXN61908,ACC25031,2025-06-15 03:19:00,NEFT,7264.03,Debit,Failed,Mobile App,Dining,Valid,June,2025
TXN61909,ACC22490,2025-07-12 01:23:00,UPI,2544.14,Credit,Successful,Mobile App,Education,Valid,July,2025
TXN61910,ACC23354,2025-06-25 10:02:00,UPI,22652.44,Debit,Successful,POS,Healthcare,Valid,June,2025
TXN61911,ACC23081,2025-06-26 03:59:00,Bill Payment,202.19,Debit,Reversed,POS,Healthcare,Valid,June,2025
TXN61912,ACC21119,2025-04-15 03:01:00,UPI,1488.79,Debit,Successful,ATM,Travel,Valid,April,2025
TXN61913,ACC24080,2025-02-08 07:54:00,UPI,472.93,Debit,Successful,Mobile App,Shopping,Valid,February,2025
TXN61914,ACC21263,2025-08-03 02:27:00,UPI,965.67,Debit,Successful,Mobile App,Other,Valid,August,2025
TXN61915,ACC22971,2025-07-09 09:04:00,UPI,326.12,Credit,Pending,Mobile App,Healthcare,Valid,July,2025
TXN61916,ACC20912,2025-06-28 08:58:00,POS,4746.35,Debit,Successful,Branch,Dining,Valid,June,2025
TXN61917,ACC25771,2025-10-20 11:07:00,ATM,1040.62,Debit,Successful,Mobile App,Groceries,Valid,October,2025
TXN61918,ACC23029,2025-11-29 04:27:00,NEFT,1797.84,Debit,Successful,Branch,Utilities,Valid,November,2025
TXN61919,ACC21864,2025-10-19 14:20:00,Cash Withdrawal,1427.83,Credit,Successful,Mobile App,Healthcare,Valid,October,2025
TXN61920,ACC20934,2025-09-02 12:01:00,NEFT,2975.94,Credit,Successful,POS,Education,Valid,September,2025
TXN61921,ACC23943,2025-02-01 05:32:00,NEFT,1627.37,Debit,Successful,POS,Fuel,Valid,February,2025
TXN61922,ACC25150,2025-03-24 06:34:00,Cash Withdrawal,2412.64,Debit,Failed,Mobile App,Dining,Valid,March,2025
TXN61923,ACC25129,2025-02-12 23:46:00,UPI,2871.9,Credit,Successful,Internet Banking,Other,Valid,February,2025
TXN61924,ACC21086,2025-01-20 18:42:00,NEFT,3825.98,Debit,Successful,POS,Other,Valid,January,2025
TXN61925,ACC23619,2025-09-27 16:27:00,IMPS,2462.55,Debit,Successful,Mobile App,Entertainment,Valid,September,2025
TXN61926,ACC23317,2025-11-07 08:41:00,Cash Withdrawal,13926.73,Debit,Reversed,ATM,Groceries,Valid,November,2025
TXN61927,ACC23033,2025-01-22 16:18:00,ATM,1333.2,Debit,Successful,Internet Banking,Travel,Valid,January,2025
TXN61928,ACC22736,2025-07-09 19:36:00,IMPS,2555.13,Debit,Successful,ATM,Utilities,Valid,July,2025
TXN61929,ACC20866,2025-06-16 16:51:00,POS,2847.81,Credit,Successful,Internet Banking,Travel,Valid,June,2025
TXN61930,ACC22797,2025-01-17 10:04:00,ATM,1776.0749999999998,Debit,Successful,ATM,Groceries,Valid,January,2025
TXN61931,ACC25224,2025-09-11 21:36:00,POS,1039.32,Credit,Successful,ATM,Travel,Valid,September,2025
TXN61932,ACC25799,2025-11-20 16:30:00,IMPS,8659.15,Credit,Successful,ATM,Other,Valid,November,2025
TXN61933,ACC25441,2025-10-22 00:21:00,UPI,4443.24,Debit,Successful,ATM,Shopping,Valid,October,2025
TXN61934,ACC20190,2025-11-14 01:47:00,UPI,2017.73,Debit,Successful,Mobile App,Education,Valid,November,2025
TXN61935,ACC22982,2025-06-25 00:27:00,Cash Deposit,6426.53,Credit,Pending,ATM,Fuel,Valid,June,2025
TXN61936,ACC22835,2025-12-27 18:04:00,Cash Withdrawal,841.01,Debit,Successful,Branch,Fuel,Valid,December,2025
TXN61937,ACC23815,2025-08-06 14:29:00,ATM,589.61,Credit,Successful,ATM,Groceries,Valid,August,2025
TXN61938,ACC20071,2025-12-09 17:29:00,IMPS,2732.32,Debit,Successful,ATM,Dining,Valid,December,2025
TXN61939,ACC20889,2025-03-08 19:16:00,NEFT,400.2,Debit,Successful,Mobile App,Travel,Valid,March,2025
TXN61940,ACC23421,2025-05-17 11:17:00,UPI,1123.73,Credit,Successful,Mobile App,Education,Valid,May,2025
TXN61941,ACC22833,2025-08-20 23:06:00,UPI,1061.34,Debit,Successful,Mobile App,Dining,Valid,August,2025
