loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,loan_status,application_date,loan_to_income_ratio
LOAN70593,CUST11471,Business,607900.0,12.58,60,Closed,2024-11-18,1.0983828710813985
LOAN70594,CUST12179,Personal,463000.0,9.56,60,Closed,2024-05-10,0.9286000802246289
LOAN70595,CUST12870,Business,938900.0,10.18,48,Active,2025-10-20,1.2547106775357477
LOAN70596,CUST10924,Home,220900.0,13.34,60,Defaulted,2023-03-03,0.13400060661207158
LOAN70597,CUST10508,Education,1930500.0,13.68,36,Active,2025-03-13,5.6679389312977095
LOAN70598,CUST13427,Education,366900.0,15.63,84,Closed,2024-10-20,0.6629325142289276
LOAN70599,CUST11081,Personal,528900.0,12.82,60,Active,2025-09-10,1.1657482918227904
LOAN70600,CUST11160,Personal,283400.0,15.7,84,Active,2026-06-22,0.3448527622292529
LOAN70601,CUST11958,Business,1327700.0,14.54,84,Defaulted,2025-09-27,1.2951907131011609
LOAN70602,CUST12722,Auto,250900.0,13.35,48,Pending,2025-02-04,0.7203560149296584
LOAN70603,CUST14583,Personal,1051600.0,15.21,36,Active,2023-03-27,1.254293893129771
LOAN70604,CUST12041,Home,1607200.0,16.2,24,Closed,2024-08-15,1.6797658862876255
LOAN70605,CUST11338,Business,1771200.0,8.01,48,Active,2026-02-06,7.758212877792379
LOAN70606,CUST14240,Home,542200.0,10.7,60,Closed,2024-02-24,0.9452580195258019
LOAN70607,CUST13647,Auto,588600.0,11.67,60,Active,2023-07-24,1.5637619553666313
LOAN70608,CUST14437,Business,481900.0,12.42,60,Active,2025-07-12,3.9147034930950446
LOAN70609,CUST14531,Auto,979500.0,14.68,36,Active,2025-04-07,1.4716045673076923
LOAN70610,CUST11763,Auto,2944400.0,10.19,12,Active,2026-01-18,6.595878136200717
LOAN70611,CUST10805,Auto,691300.0,13.88,48,Active,2023-04-03,3.2379391100702577
LOAN70612,CUST10922,Home,817800.0,7.75,120,Active,2022-03-25,1.716264428121721
LOAN70613,CUST11704,Home,1046900.0,15.81,60,Active,2026-08-16,1.4656306873862524
LOAN70614,CUST10736,Personal,704400.0,13.23,24,Active,2026-02-15,4.180415430267062
LOAN70615,CUST11816,Auto,679400.0,17.61,48,Defaulted,2023-07-11,0.7515486725663717
LOAN70616,CUST10649,Personal,699200.0,9.41,60,Closed,2026-05-11,1.2627776774426585
LOAN70617,CUST13346,Personal,400100.0,10.36,120,Active,2022-03-09,0.45020816923596263
LOAN70618,CUST10368,Home,1020400.0,7.97,24,Active,2022-12-17,1.2226216151449796
LOAN70619,CUST13212,Home,297200.0,13.28,48,Active,2025-03-09,0.817831590533847
LOAN70620,CUST13940,Home,758600.0,14.72,48,Defaulted,2023-10-19,2.1225517627308337
LOAN70621,CUST11394,Business,829900.0,11.82,60,Closed,2022-05-08,1.0563900203665988
LOAN70622,CUST12863,Home,242600.0,12.39,60,Closed,2022-08-12,0.7344838026036936
LOAN70623,CUST13452,Auto,1473500.0,8.28,60,Active,2023-07-14,2.662390459842804
LOAN70624,CUST10328,Personal,555700.0,8.08,24,Active,2022-06-18,0.6841910859394238
LOAN70625,CUST12429,Personal,1119400.0,10.69,36,Closed,2026-08-10,1.0136738205197864
LOAN70626,CUST14473,Personal,1064500.0,16.54,48,Defaulted,2022-03-07,10.720040281973816
LOAN70627,CUST14108,Business,684000.0,14.72,48,Active,2026-07-11,1.0845092754082766
LOAN70628,CUST13097,Personal,110400.0,11.07,48,Pending,2023-07-24,0.2066641707225758
LOAN70629,CUST12347,Business,1252200.0,11.75,84,Closed,2023-01-09,3.233152594887684
LOAN70630,CUST11982,Auto,858500.0,17.15,36,Defaulted,2024-10-20,2.0686746987951805
LOAN70631,CUST13407,Auto,2195500.0,10.34,36,Active,2022-06-22,6.989812161731932
LOAN70632,CUST11474,Business,1189800.0,14.68,24,Active,2024-07-28,2.0016823687752354
LOAN70633,CUST10018,Personal,215100.0,11.29,60,Active,2023-12-05,0.38925081433224756
LOAN70634,CUST11428,Auto,1137100.0,8.35,48,Active,2023-03-07,3.236834614289781
LOAN70635,CUST14094,Personal,628100.0,11.36,12,Active,2025-08-24,1.742785793562708
LOAN70636,CUST13404,Home,470600.0,14.19,48,Defaulted,2022-04-03,0.8214348053761564
LOAN70637,CUST14297,Home,694100.0,14.34,36,Closed,2026-05-14,3.0191387559808613
LOAN70638,CUST10214,Home,583900.0,13.35,12,Closed,2024-10-18,1.7938556067588325
LOAN70639,CUST11299,Personal,720100.0,10.5,60,Active,2022-12-28,1.73769305019305
LOAN70640,CUST12413,Auto,340800.0,14.61,36,Closed,2023-05-31,1.2119487908961593
LOAN70641,CUST13833,Personal,553000.0,9.86,60,Pending,2023-05-23,1.3918952932292978
LOAN70642,CUST14986,Home,832400.0,12.69,84,Closed,2025-07-03,3.1662228984404717
LOAN70643,CUST10899,Personal,640400.0,7.88,24,Closed,2023-09-30,0.9526926509967272
LOAN70644,CUST13311,Personal,232900.0,14.36,48,Closed,2024-07-04,0.22662255522039507
LOAN70645,CUST11650,Auto,519200.0,13.47,60,Defaulted,2022-04-03,1.0859652792302865
LOAN70646,CUST14746,Home,211200.0,10.24,60,Pending,2022-07-08,0.4464172479391249
LOAN70647,CUST14548,Home,196900.0,9.59,120,Closed,2024-11-19,2.383777239709443
LOAN70648,CUST13383,Education,267700.0,9.95,24,Pending,2023-02-07,0.433662724769156
LOAN70649,CUST12239,Home,287200.0,9.67,36,Active,2024-10-27,0.41890315052508753
LOAN70650,CUST11887,Personal,1851300.0,7.79,36,Closed,2023-11-17,3.876256281407035
LOAN70651,CUST11433,Business,319300.0,15.88,36,Active,2023-12-21,0.5278558439411473
LOAN70652,CUST14695,Education,1504300.0,12.86,60,Active,2025-04-04,5.462236746550472
LOAN70653,CUST10476,Personal,250200.0,11.89,24,Active,2023-05-26,0.5569902048085486
LOAN70654,CUST13649,Personal,1126700.0,11.07,60,Closed,2024-07-21,2.4219690455717973
LOAN70655,CUST10972,Home,822700.0,10.72,24,Active,2022-03-25,0.7958018959179726
LOAN70656,CUST10016,Auto,1061500.0,13.86,36,Pending,2025-12-23,2.2647749093236613
LOAN70657,CUST11164,Business,952000.0,8.86,36,Active,2023-04-25,1.8463925523661753
LOAN70658,CUST14325,Auto,366600.0,12.65,120,Active,2022-07-01,0.5043334709038382
LOAN70659,CUST13127,Business,527900.0,7.83,36,Closed,2022-06-26,1.3408686817373634
LOAN70660,CUST10943,Personal,325300.0,10.85,24,Active,2026-06-04,0.21530213779866306
LOAN70661,CUST12730,Personal,328500.0,13.26,12,Active,2023-11-24,0.4182582123758594
LOAN70662,CUST10004,Home,1436300.0,14.91,24,Active,2022-01-22,6.055227655986509
LOAN70663,CUST14774,Personal,462600.0,9.57,36,Active,2024-04-06,1.1085549964054637
LOAN70664,CUST11694,Home,648100.0,15.65,12,Active,2024-08-03,1.208240119313945
LOAN70665,CUST12003,Home,238300.0,13.94,24,Defaulted,2023-08-09,0.6758366420873511
LOAN70666,CUST11707,Business,199100.0,8.59,48,Closed,2023-01-27,0.8709536307961505
LOAN70667,CUST12652,Auto,675300.0,15.78,48,Closed,2026-03-15,1.5354706684856754
LOAN70668,CUST13683,Personal,1087700.0,14.64,60,Active,2022-11-27,1.1655593656236605
LOAN70669,CUST10480,Personal,778300.0,14.58,120,Pending,2026-01-05,0.6485292892258978
LOAN70670,CUST10074,Business,278900.0,9.91,48,Active,2022-08-07,0.7493283181085438
LOAN70671,CUST12802,Auto,363000.0,15.04,24,Closed,2023-11-04,1.5137614678899083
LOAN70672,CUST14690,Personal,525700.0,15.83,60,Pending,2022-08-15,2.0623774029030995
LOAN70673,CUST11073,Home,85900.0,8.24,24,Closed,2022-03-28,0.11056764062298881
LOAN70674,CUST10431,Education,719800.0,8.29,36,Pending,2025-03-26,0.6936494169798593
LOAN70675,CUST14500,Business,3226100.0,8.63,84,Active,2024-01-20,10.570445609436435
LOAN70676,CUST14102,Personal,1378600.0,10.73,60,Closed,2024-09-04,3.348554772892883
LOAN70677,CUST12984,Personal,1104200.0,11.05,36,Active,2025-02-08,3.929537366548043
LOAN70678,CUST14779,Personal,733100.0,8.19,24,Pending,2025-06-22,0.3012657187474316
LOAN70679,CUST13670,Home,741600.0,7.94,12,Active,2025-02-26,1.4217791411042944
LOAN70680,CUST12632,Home,215400.0,12.38,48,Active,2025-10-21,0.4990732159406858
LOAN70681,CUST13038,Business,420600.0,7.84,36,Active,2022-06-10,1.3390639923591212
LOAN70682,CUST13188,Business,159000.0,12.5,120,Active,2024-05-27,0.6613976705490848
LOAN70683,CUST13003,Home,2448800.0,12.79,36,Closed,2022-12-11,9.702060221870047
LOAN70684,CUST12138,Education,172800.0,11.82,24,Pending,2025-08-16,0.1671988388969521
LOAN70685,CUST13638,Home,561900.0,9.62,36,Pending,2023-04-08,0.6135619130814588
LOAN70686,CUST14394,Business,358300.0,11.09,48,Active,2022-07-13,0.4780520346897932
LOAN70687,CUST10610,Education,548900.0,10.7,60,Active,2026-02-25,0.6425895574806837
LOAN70688,CUST11236,Business,1993600.0,14.4,84,Closed,2022-02-22,4.648169736535323
LOAN70689,CUST10745,Personal,1114200.0,14.41,36,Defaulted,2022-07-17,2.0131899900623362
LOAN70690,CUST13753,Auto,1585000.0,13.71,36,Active,2024-10-17,8.558315334773217
LOAN70691,CUST12655,Business,95400.0,11.72,84,Pending,2022-06-20,0.1808188021228203
LOAN70692,CUST14604,Business,1555300.0,10.72,60,Pending,2026-07-22,2.81019062245912
LOAN70693,CUST14700,Business,419600.0,13.73,60,Pending,2026-07-29,0.8718055266985248
LOAN70694,CUST13855,Personal,2400400.0,9.17,12,Active,2022-02-15,2.960532807104095
LOAN70695,CUST10144,Education,867700.0,7.95,60,Pending,2025-06-01,2.049846444601937
LOAN70696,CUST10142,Personal,519600.0,8.17,84,Active,2025-03-22,0.7366033456195067
LOAN70697,CUST12283,Personal,789800.0,14.48,24,Closed,2023-04-24,1.4634055957013155
LOAN70698,CUST14312,Personal,729600.0,12.297836317135548,84,Pending,2025-05-25,0.3625701933111365
LOAN70699,CUST11598,Education,518700.0,13.76,36,Active,2026-01-21,0.4439784301977232
LOAN70700,CUST14951,Home,451600.0,10.46,24,Pending,2025-10-22,0.7306261122795664
LOAN70701,CUST11009,Home,509700.0,14.18,60,Closed,2025-07-21,1.2401459854014598
LOAN70702,CUST14560,Education,1313600.0,11.8,48,Active,2026-08-12,2.899139262855882
LOAN70703,CUST12324,Personal,64100.0,11.45,60,Closed,2024-06-23,0.04801857817064949
LOAN70704,CUST10556,Auto,108300.0,7.98,36,Active,2024-06-12,0.10513542374526745
LOAN70705,CUST13727,Personal,1343900.0,10.67,120,Active,2023-12-06,3.3011545074920168
LOAN70706,CUST12969,Personal,1123600.0,9.66,24,Active,2023-02-22,2.7074698795180723
LOAN70707,CUST11035,Personal,1104200.0,14.33,60,Active,2026-05-25,2.491988264500113
LOAN70708,CUST14729,Business,1699200.0,13.79,84,Pending,2026-03-09,1.9472839789135916
LOAN70709,CUST11692,Education,710200.0,11.69,48,Active,2023-12-15,3.0851433536055604
LOAN70710,CUST13722,Education,289400.0,14.43,60,Pending,2025-10-02,0.37121600820933814
LOAN70711,CUST14514,Personal,517700.0,9.16,48,Active,2025-11-09,1.668923275306254
LOAN70712,CUST14960,Auto,845400.0,11.93,84,Active,2023-11-26,1.6158256880733946
LOAN70713,CUST12047,Home,882300.0,14.74,84,Defaulted,2026-05-08,4.165722379603399
LOAN70714,CUST11753,Personal,4380500.0,9.93,36,Closed,2022-05-23,24.49944071588367
LOAN70715,CUST12354,Auto,1441600.0,14.67,36,Closed,2023-11-01,0.8084342754598475
LOAN70716,CUST10168,Home,450200.0,15.74,12,Defaulted,2023-11-16,0.7740715268225584
LOAN70717,CUST11076,Business,3075200.0,10.82,24,Active,2025-01-25,3.513309722380898
LOAN70718,CUST13315,Home,927400.0,14.59,24,Defaulted,2022-03-17,1.5684085912396415
LOAN70719,CUST10166,Auto,1723300.0,13.12,48,Closed,2022-01-14,2.9021556079488042
LOAN70720,CUST12163,Education,388300.0,7.84,36,Active,2022-06-30,0.42609459014594536
LOAN70721,CUST11293,Auto,1654100.0,9.6,48,Active,2025-01-27,2.9516416845110633
LOAN70722,CUST14029,Personal,568400.0,16.16,36,Pending,2023-10-22,1.9661016949152543
LOAN70723,CUST11247,Home,183200.0,14.63,84,Active,2024-06-28,0.31268134493940947
LOAN70724,CUST13625,Home,286400.0,11.65,60,Active,2022-04-26,0.8806888068880688
LOAN70725,CUST11193,Business,1527100.0,13.47,24,Pending,2024-08-01,3.873921867072552
LOAN70726,CUST13504,Home,911900.0,7.55,60,Active,2022-09-02,0.8652623588575766
LOAN70727,CUST11810,Auto,828000.0,13.8,36,Active,2024-01-19,0.4628542679859131
LOAN70728,CUST10908,Home,510200.0,14.73,36,Pending,2024-05-29,1.6629726205997393
LOAN70729,CUST13461,Auto,1030200.0,9.87,36,Closed,2024-12-03,1.7616279069767442
LOAN70730,CUST13842,Auto,2134800.0,11.2,12,Active,2023-10-24,6.129198966408269
LOAN70731,CUST14682,Home,951300.0,14.83,60,Defaulted,2024-06-14,3.592522658610272
LOAN70732,CUST12022,Personal,223300.0,8.31,48,Active,2022-08-06,0.18532658311893102
LOAN70733,CUST13328,Personal,310900.0,13.15,84,Active,2025-10-07,0.37557381009905777
LOAN70734,CUST11257,Business,540700.0,15.91,48,Defaulted,2024-11-24,1.0402077722200846
LOAN70735,CUST12619,Home,1347400.0,15.4,60,Active,2024-02-22,2.3303355240401245
LOAN70736,CUST14347,Business,597300.0,9.59,36,Active,2023-05-22,1.0820652173913043
LOAN70737,CUST11215,Education,327800.0,16.37,48,Closed,2024-02-08,0.33979475484606614
LOAN70738,CUST13235,Personal,207200.0,17.24,48,Defaulted,2024-10-18,0.3020408163265306
LOAN70739,CUST11449,Personal,182200.0,8.42,36,Active,2024-05-08,1.1808165910563837
LOAN70740,CUST12564,Home,801400.0,10.27,24,Pending,2022-01-12,1.0366058724615186
LOAN70741,CUST12614,Personal,315900.0,15.03,48,Active,2024-03-15,2.1315789473684212
LOAN70742,CUST13210,Personal,1001100.0,16.28,36,Active,2023-09-16,6.986043265875785
LOAN70743,CUST13934,Home,1359600.0,15.09,36,Active,2024-09-17,3.9941245593419508
LOAN70744,CUST12725,Home,679600.0,9.7,48,Closed,2025-02-28,3.9511627906976745
LOAN70745,CUST10094,Business,712200.0,15.2,24,Closed,2024-12-25,0.5016552792843558
LOAN70746,CUST10303,Personal,446000.0,12.16,36,Active,2023-09-04,1.6218181818181818
LOAN70747,CUST10582,Personal,632200.0,14.75,36,Pending,2024-05-14,2.4296694850115297
LOAN70748,CUST10439,Home,938200.0,10.63,24,Pending,2023-12-07,3.1441018766756033
LOAN70749,CUST11364,Business,1061700.0,16.36,36,Active,2026-05-05,3.6610344827586205
LOAN70750,CUST12070,Auto,2343100.0,13.33,24,Closed,2022-04-20,11.057574327512977
LOAN70751,CUST14581,Personal,3254600.0,8.55,48,Active,2025-07-13,17.961368653421633
LOAN70752,CUST10615,Home,466400.0,15.53,48,Active,2026-04-22,1.3526682134570767
LOAN70753,CUST14706,Home,380600.0,7.76,36,Pending,2025-06-10,0.8049915397631133
LOAN70754,CUST13811,Auto,1847800.0,11.71,36,Pending,2022-05-26,12.5359565807327
LOAN70755,CUST13183,Personal,324100.0,10.97,24,Active,2023-09-23,2.014294592914854
LOAN70756,CUST11200,Personal,1219100.0,12.67,48,Pending,2025-09-15,0.6186754630804364
LOAN70757,CUST11359,Personal,2558700.0,15.9,48,Defaulted,2025-04-04,4.017428167687235
LOAN70758,CUST10613,Business,829900.0,14.23,36,Closed,2023-05-19,3.724865350089767
LOAN70759,CUST12698,Education,444000.0,15.67,60,Closed,2023-02-03,0.7368071689346166
LOAN70760,CUST13684,Personal,441000.0,15.78,24,Closed,2024-09-06,0.5146458163146225
LOAN70761,CUST10081,Personal,469900.0,11.18,36,Active,2024-10-20,0.8886157337367625
LOAN70762,CUST11840,Auto,194200.0,14.87,24,Active,2023-08-24,0.20792291220556744
LOAN70763,CUST11748,Personal,528900.0,13.85,12,Closed,2025-02-07,1.2409666823087753
LOAN70764,CUST12302,Education,931100.0,11.56,60,Active,2026-02-21,0.36412342106292284
LOAN70765,CUST14243,Personal,137100.0,14.48,48,Pending,2025-04-07,0.3169209431345354
LOAN70766,CUST10876,Personal,2003700.0,9.93,36,Active,2024-06-03,4.712370649106303
LOAN70767,CUST13480,Personal,1405900.0,8.52,24,Active,2022-02-14,2.436568457538995
LOAN70768,CUST14442,Business,376800.0,13.48,60,Active,2025-08-24,0.16544456641053787
LOAN70769,CUST11966,Personal,394300.0,14.67,60,Closed,2024-01-21,0.4174695606140815
LOAN70770,CUST13484,Home,1287000.0,8.44,24,Active,2023-01-23,6.703125
LOAN70771,CUST11789,Home,2566800.0,12.1,60,Closed,2025-04-09,2.965684575389948
LOAN70772,CUST10402,Personal,553300.0,16.1,60,Pending,2023-06-08,0.7431833445265279
LOAN70773,CUST12830,Personal,842900.0,10.98,36,Active,2023-08-16,1.3015750463248918
LOAN70774,CUST11432,Auto,160700.0,8.07,60,Closed,2025-04-10,0.2903604661667721
LOAN70775,CUST12752,Home,531700.0,15.56,36,Defaulted,2026-08-05,1.011605783866058
LOAN70776,CUST14919,Business,336500.0,10.36,12,Active,2022-09-05,0.24483410942956926
LOAN70777,CUST13011,Personal,457600.0,8.96,36,Closed,2022-08-29,1.2782122905027933
LOAN70778,CUST13774,Auto,612250.0,10.69,60,Active,2025-03-26,0.7381842295635399
LOAN70779,CUST13424,Auto,209800.0,10.81,60,Active,2024-05-06,0.41934839096542076
LOAN70780,CUST13898,Auto,523000.0,12.297836317135548,120,Active,2025-09-13,1.0868661679135494
LOAN70781,CUST11521,Personal,686900.0,8.85,36,Active,2023-05-16,1.1800377941934375
LOAN70782,CUST11429,Home,605000.0,8.53,48,Closed,2023-08-07,1.977124183006536
LOAN70783,CUST12404,Home,753400.0,8.5,12,Active,2026-06-29,1.1346385542168675
LOAN70784,CUST12933,Personal,699600.0,14.61,24,Active,2024-04-22,2.0022896393817975
LOAN70785,CUST13790,Personal,633000.0,9.41,36,Pending,2022-06-06,1.9387442572741194
LOAN70786,CUST12115,Business,1119600.0,17.79,36,Defaulted,2026-04-20,1.248299698963095
LOAN70787,CUST14955,Education,2328100.0,14.03,12,Active,2022-05-19,4.505709309076834
LOAN70788,CUST13146,Personal,1321900.0,8.26,120,Active,2022-10-07,4.465878378378378
LOAN70789,CUST10432,Personal,269600.0,11.18,36,Active,2022-01-10,1.034932821497121
LOAN70790,CUST14193,Auto,482100.0,8.58,36,Active,2023-11-11,0.2600323624595469
LOAN70791,CUST12557,Auto,969800.0,11.03,12,Active,2024-10-01,1.205768991669775
LOAN70792,CUST12390,Personal,1198700.0,11.82,60,Active,2024-06-19,1.0597648306957828
LOAN70793,CUST13462,Personal,1979100.0,10.76,24,Closed,2022-12-21,2.9904805077062555
LOAN70794,CUST10927,Business,338600.0,16.42,12,Closed,2026-08-25,0.9912177985948478
LOAN70795,CUST10013,Home,382300.0,8.57,24,Closed,2025-11-15,0.48632489505152016
LOAN70796,CUST10300,Auto,144700.0,12.69,24,Active,2024-08-31,0.09356006724427778
LOAN70797,CUST11247,Home,1456800.0,16.08,24,Closed,2022-08-13,2.486431131592422
LOAN70798,CUST13486,Personal,112200.0,10.94,60,Closed,2022-10-11,0.09322808475280432
LOAN70799,CUST13086,Home,700500.0,12.89,48,Pending,2022-05-15,0.36186589523711127
LOAN70800,CUST12162,Personal,274300.0,14.91,36,Closed,2024-08-09,0.49561839371216915
LOAN70801,CUST13400,Personal,705400.0,14.31,48,Defaulted,2023-02-21,0.5268503995817462
LOAN70802,CUST11090,Personal,1001200.0,16.12,36,Pending,2023-06-26,0.7850701795655924
LOAN70803,CUST12614,Business,1439600.0,14.57,36,Closed,2022-09-26,9.713900134952766
LOAN70804,CUST13818,Personal,460000.0,15.75,12,Active,2024-04-29,1.7222014226881317
LOAN70805,CUST12998,Personal,341300.0,13.54,12,Active,2025-09-04,0.40913450011987534
LOAN70806,CUST10807,Auto,770900.0,17.68,36,Defaulted,2024-08-03,1.7277005826983416
LOAN70807,CUST11659,Business,495100.0,15.15,36,Active,2022-09-29,1.3501499863648758
LOAN70808,CUST12978,Home,1925900.0,9.7,60,Active,2026-03-17,7.234785875281743
LOAN70809,CUST10150,Personal,550300.0,9.3,84,Active,2024-02-29,0.26154942965779465
LOAN70810,CUST11574,Auto,344000.0,8.98,24,Active,2023-07-21,0.9327548806941431
LOAN70811,CUST13638,Education,158800.0,8.0,24,Closed,2023-05-27,0.17340030574361215
LOAN70812,CUST11079,Home,486600.0,10.31,24,Closed,2025-12-22,1.94873848618342
LOAN70813,CUST14734,Education,1636200.0,14.61,36,Defaulted,2023-01-31,3.459928103193064
LOAN70814,CUST12662,Education,1603500.0,12.297836317135548,84,Active,2025-04-05,4.202044025157233
LOAN70815,CUST12976,Auto,1444300.0,16.32,48,Active,2024-04-27,5.661701293610349
LOAN70816,CUST13390,Business,1031800.0,7.73,36,Active,2022-11-01,0.6665805284579107
LOAN70817,CUST12624,Personal,561400.0,10.81,36,Active,2026-05-29,0.6703283582089552
LOAN70818,CUST14510,Personal,621300.0,13.79,24,Pending,2026-05-03,3.949777495232041
LOAN70819,CUST11969,Personal,899000.0,9.0,36,Closed,2025-01-29,2.808497344579819
LOAN70820,CUST10572,Home,1795000.0,10.55,48,Active,2023-08-14,1.885702279651224
LOAN70821,CUST10476,Personal,995600.0,14.17,36,Closed,2023-03-21,2.216384683882458
LOAN70822,CUST10183,Personal,424500.0,16.02,84,Closed,2023-08-03,0.8082635186595583
LOAN70823,CUST12943,Personal,247500.0,10.18,24,Active,2024-06-30,1.3400108283703303
LOAN70824,CUST11410,Personal,3376700.0,13.65,60,Active,2024-10-14,8.21981499513145
LOAN70825,CUST10206,Personal,451400.0,14.79,60,Defaulted,2022-05-30,0.7708333333333334
LOAN70826,CUST10767,Auto,847900.0,8.56,36,Active,2022-09-11,1.0670777749811227
LOAN70827,CUST10563,Personal,642600.0,13.94,12,Active,2024-04-04,1.7495235502314184
LOAN70828,CUST12474,Business,317000.0,8.99,84,Pending,2024-02-20,0.6886812948077341
LOAN70829,CUST10491,Home,398700.0,10.78,60,Closed,2025-12-14,0.9653753026634383
LOAN70830,CUST11468,Business,1009500.0,12.24,60,Closed,2026-01-15,2.2041484716157207
LOAN70831,CUST13661,Home,277300.0,12.23,48,Closed,2023-06-07,0.8250520678369533
LOAN70832,CUST13814,Personal,865600.0,8.79,24,Active,2026-06-28,2.2251928020565552
LOAN70833,CUST12532,Home,553400.0,10.79,48,Pending,2025-11-30,0.9308662741799831
LOAN70834,CUST12232,Personal,592000.0,15.72,84,Closed,2026-03-23,0.3861960988975145
LOAN70835,CUST13592,Auto,745900.0,10.52,12,Active,2023-06-02,0.8785630153121319
LOAN70836,CUST12055,Personal,995600.0,8.76,12,Active,2024-06-21,2.9906878942625412
LOAN70837,CUST11047,Personal,816100.0,15.24,36,Defaulted,2022-11-22,3.0691989469725462
LOAN70838,CUST14173,Personal,491400.0,16.01,24,Defaulted,2024-01-11,0.35766795254385325
LOAN70839,CUST12731,Auto,1201800.0,13.19,36,Pending,2025-01-26,3.629719118091211
LOAN70840,CUST14962,Personal,1418100.0,8.78,36,Closed,2022-06-20,1.921805122645345
LOAN70841,CUST13411,Business,206500.0,15.71,36,Active,2025-08-11,0.16666666666666666
LOAN70842,CUST11288,Business,785400.0,10.92,60,Active,2024-09-04,1.5908446424954426
LOAN70843,CUST13353,Auto,726400.0,10.76,24,Active,2026-06-27,1.2320217096336499
LOAN70844,CUST12142,Business,201200.0,16.6,24,Defaulted,2022-11-22,0.5225974025974026
LOAN70845,CUST13133,Home,396600.0,14.19,24,Closed,2026-06-13,0.54128565579364
LOAN70846,CUST14201,Business,192200.0,9.38,60,Closed,2022-07-21,0.23849112793150515
LOAN70847,CUST13556,Auto,353000.0,11.08,60,Closed,2025-10-22,0.258702821546354
LOAN70848,CUST10971,Home,366900.0,12.55,12,Active,2023-08-19,0.21392338639146405
LOAN70849,CUST12179,Business,397200.0,12.31,84,Active,2023-10-03,0.7966305655836342
LOAN70850,CUST11579,Personal,1364500.0,8.09,60,Closed,2025-11-08,2.1053849714550226
LOAN70851,CUST14517,Education,1309300.0,7.65,84,Active,2022-08-03,3.3779669762641897
LOAN70852,CUST14160,Business,348200.0,10.62,36,Active,2022-11-10,1.1364229765013054
LOAN70853,CUST14464,Business,1406200.0,16.35,24,Active,2026-02-25,2.0900713436385256
LOAN70854,CUST13272,Home,2036100.0,7.62,24,Closed,2026-05-05,3.678923118619568
LOAN70855,CUST10819,Personal,682500.0,8.43,60,Active,2024-02-13,1.6501450676982592
LOAN70856,CUST12065,Personal,1163900.0,9.77,24,Active,2026-07-21,0.8884732824427481
LOAN70857,CUST10777,Home,448300.0,9.3,36,Active,2024-08-16,0.8176180922852453
LOAN70858,CUST10315,Personal,107500.0,14.27,36,Closed,2024-06-21,0.23548740416210295
LOAN70859,CUST10688,Home,405500.0,17.9,36,Defaulted,2026-08-11,0.552753544165758
LOAN70860,CUST14736,Personal,1993700.0,9.6,120,Active,2024-10-22,6.769779286926995
LOAN70861,CUST12732,Personal,156700.0,15.13,84,Closed,2025-11-05,0.3769545345200866
LOAN70862,CUST12956,Personal,906800.0,11.7,48,Active,2023-07-22,0.8853739504003124
LOAN70863,CUST13875,Auto,276700.0,11.27,36,Active,2024-11-05,0.38345343680709537
LOAN70864,CUST10539,Business,379600.0,8.1,12,Active,2023-06-04,0.25437244521878977
LOAN70865,CUST12366,Business,704100.0,11.3,48,Pending,2022-08-30,0.6145587850222571
LOAN70866,CUST12294,Auto,511900.0,14.43,120,Pending,2024-05-10,1.1657936688681394
LOAN70867,CUST11897,Home,1404400.0,16.04,120,Pending,2026-06-02,1.4867668854541605
LOAN70868,CUST12232,Home,511600.0,13.11,60,Pending,2024-09-07,0.333746493574271
LOAN70869,CUST14542,Home,215100.0,16.24,60,Pending,2024-12-06,0.8528945281522601
LOAN70870,CUST11268,Auto,710400.0,10.35,120,Pending,2026-03-13,1.4952641549147547
LOAN70871,CUST12220,Home,99400.0,10.26,48,Active,2023-09-24,0.11198738170347003
LOAN70872,CUST13131,Auto,1896700.0,12.83,12,Active,2024-01-13,9.64260294865277
LOAN70873,CUST14952,Education,320800.0,9.67,60,Pending,2023-12-17,1.5710088148873653
LOAN70874,CUST13053,Personal,870900.0,12.23,36,Active,2026-03-27,0.9817382482245519
LOAN70875,CUST14442,Auto,251700.0,16.4,24,Pending,2024-01-21,0.1105159165751921
LOAN70876,CUST12762,Home,2037800.0,16.31,120,Pending,2024-02-25,7.3039426523297495
LOAN70877,CUST12430,Home,268100.0,7.76,36,Closed,2026-07-01,0.39201637666325484
LOAN70878,CUST13955,Education,678400.0,12.297836317135548,24,Pending,2023-08-11,0.926775956284153
LOAN70879,CUST13920,Personal,1130500.0,8.04,36,Closed,2025-04-05,2.1525133282559024
LOAN70880,CUST12227,Personal,1027600.0,16.07,24,Active,2022-08-16,6.0625368731563425
LOAN70881,CUST13823,Education,199300.0,14.35,36,Defaulted,2026-01-17,0.4262189905902481
LOAN70882,CUST11530,Education,732000.0,16.17,48,Defaulted,2023-04-12,0.5569504679296964
LOAN70883,CUST13650,Business,700100.0,10.91,48,Closed,2023-03-23,1.763031981868547
LOAN70884,CUST12721,Auto,175600.0,11.4,12,Active,2024-03-13,0.20098431956048987
LOAN70885,CUST11822,Education,842500.0,8.81,24,Closed,2022-09-05,1.5492828245678558
LOAN70886,CUST12254,Personal,295400.0,11.77,60,Active,2022-03-05,1.137466307277628
