card_id,customer_id,card_type,issue_date,credit_limit,card_status,annual_fee
CARD92476,CUST12711,Debit,2025-03-29,,Active,0
CARD92477,CUST11858,Debit,2022-05-10,,Active,0
CARD92478,CUST14433,Debit,2022-09-07,,Active,0
CARD92479,CUST14478,Debit,2022-02-26,,Blocked,0
CARD92480,CUST13473,Debit,2025-09-01,,Active,0
CARD92481,CUST12526,Credit,2025-08-29,293700.0,Expired,0
CARD92482,CUST11670,Debit,2023-12-18,,Closed,0
CARD92483,CUST14856,Debit,2022-02-17,,Expired,0
CARD92484,CUST13667,Debit,2022-06-14,,Blocked,0
CARD92485,CUST12030,Debit,2023-04-21,,Active,0
CARD92486,CUST12330,Debit,2022-04-03,,Active,0
CARD92487,CUST13076,Debit,2022-05-09,,Active,0
CARD92488,CUST14294,Debit,2023-11-13,,Blocked,0
CARD92489,CUST14465,Debit,2023-06-05,,Blocked,0
CARD92490,CUST11361,Debit,2024-08-19,,Closed,0
CARD92491,CUST10623,Debit,2022-08-06,,Active,0
CARD92492,CUST14788,Credit,2022-07-22,220100.0,Active,999
CARD92493,CUST14046,Credit,2025-03-15,178700.0,Expired,0
CARD92494,CUST10131,Debit,2024-10-02,,Active,0
CARD92495,CUST10046,Debit,2025-12-29,,Active,0
CARD92496,CUST12500,Credit,2023-04-13,157200.0,Expired,499
CARD92497,CUST11101,Debit,2026-01-28,,Active,0
CARD92498,CUST11146,Credit,2025-07-11,110500.0,Active,1499
CARD92499,CUST10181,Credit,2026-01-08,233300.0,Active,1499
CARD92500,CUST11867,Credit,2025-08-10,173600.0,Closed,0
CARD92501,CUST11345,Credit,2022-05-21,156400.0,Active,0
CARD92502,CUST11672,Credit,2022-10-13,134700.0,Active,0
CARD92503,CUST13347,Debit,2023-09-01,,Closed,0
CARD92504,CUST14813,Debit,2023-09-19,,Active,0
CARD92505,CUST12467,Credit,2022-06-19,232700.0,Active,1499
CARD92506,CUST13211,Debit,2023-04-15,,Active,0
CARD92507,CUST14310,Debit,2022-09-10,,Active,0
CARD92508,CUST12455,Credit,2023-11-19,135800.0,Closed,1499
CARD92509,CUST11527,Credit,2022-11-13,161700.0,Active,0
CARD92510,CUST13204,Debit,2024-11-30,,Active,0
CARD92511,CUST14685,Debit,2023-10-12,,Active,0
CARD92512,CUST12121,Credit,2024-06-13,236000.0,Expired,999
CARD92513,CUST10433,Debit,2025-08-06,,Active,0
CARD92514,CUST13123,Debit,2023-09-05,,Active,0
CARD92515,CUST10648,Debit,2025-04-05,,Active,0
CARD92516,CUST12456,Debit,2023-01-02,,Active,0
CARD92517,CUST12934,Credit,2024-03-15,165700.0,Active,0
CARD92518,CUST13323,Credit,2025-10-04,287900.0,Expired,499
CARD92519,CUST12564,Credit,2025-09-19,133600.0,Active,1499
CARD92520,CUST11683,Debit,2023-07-18,,Active,0
CARD92521,CUST14519,Debit,2025-07-29,,Closed,0
CARD92522,CUST10154,Credit,2022-08-12,75100.0,Active,499
CARD92523,CUST13855,Debit,2023-07-20,,Expired,0
CARD92524,CUST14296,Debit,2025-07-25,,Active,0
CARD92525,CUST13984,Debit,2025-09-23,,Active,0
CARD92526,CUST11507,Credit,2023-01-10,238500.0,Active,1499
CARD92527,CUST10029,Debit,2025-06-13,,Active,0
CARD92528,CUST12471,Credit,2022-11-17,91900.0,Active,999
CARD92529,CUST14984,Debit,2025-01-23,,Active,0
CARD92530,CUST11466,Credit,2024-04-25,126400.0,Active,1499
CARD92531,CUST12811,Credit,2023-06-11,56200.0,Blocked,1499
CARD92532,CUST12777,Debit,2022-12-09,,Active,0
CARD92533,CUST11605,Debit,2025-12-27,,Expired,0
CARD92534,CUST13600,Debit,2022-01-10,,Active,0
CARD92535,CUST13936,Debit,2025-07-07,,Blocked,0
CARD92536,CUST11543,Credit,2023-06-19,93000.0,Active,0
CARD92537,CUST10969,Debit,2024-12-07,,Active,0
CARD92538,CUST14248,Debit,2024-05-08,,Expired,0
CARD92539,CUST10530,Debit,2025-06-23,,Active,0
CARD92540,CUST11700,Debit,2025-07-29,,Blocked,0
CARD92541,CUST10302,Debit,2024-03-03,,Active,0
CARD92542,CUST14639,Debit,2025-06-08,,Active,0
CARD92543,CUST10441,Credit,2024-04-01,73100.0,Active,499
CARD92544,CUST10920,Credit,2023-10-03,130800.0,Active,0
CARD92545,CUST14563,Debit,2022-12-09,,Active,0
CARD92546,CUST14865,Debit,2022-02-10,,Active,0
CARD92547,CUST14400,Debit,2025-03-14,,Active,0
CARD92548,CUST12753,Debit,2022-11-15,,Expired,0
CARD92549,CUST12153,Credit,2025-04-25,229900.0,Active,1499
CARD92550,CUST13640,Debit,2023-08-02,,Active,0
CARD92551,CUST12360,Debit,2025-02-02,,Closed,0
CARD92552,CUST12250,Debit,2022-08-28,,Active,0
CARD92553,CUST13703,Credit,2022-09-27,210300.0,Active,999
CARD92554,CUST14751,Credit,2023-03-26,356400.0,Expired,0
CARD92555,CUST14953,Debit,2023-06-27,,Active,0
CARD92556,CUST12096,Credit,2025-07-07,150500.0,Active,999
CARD92557,CUST11685,Credit,2023-01-16,123100.0,Active,1499
CARD92558,CUST14480,Debit,2022-12-01,,Active,0
CARD92559,CUST11210,Debit,2025-08-14,,Active,0
CARD92560,CUST13726,Credit,2025-04-17,90900.0,Active,0
CARD92561,CUST11328,Debit,2023-07-06,,Active,0
CARD92562,CUST12328,Debit,2025-01-16,,Expired,0
CARD92563,CUST13848,Credit,2022-04-03,127500.0,Active,1499
CARD92564,CUST14444,Debit,2022-04-10,,Active,0
CARD92565,CUST10184,Debit,2025-07-18,,Active,0
CARD92566,CUST13192,Credit,2023-03-20,205600.0,Active,1499
CARD92567,CUST12991,Debit,2024-11-23,,Active,0
CARD92568,CUST10798,Debit,2022-09-25,,Active,0
CARD92569,CUST12501,Debit,2023-07-09,,Active,0
CARD92570,CUST14107,Debit,2023-08-20,,Active,0
CARD92571,CUST10961,Credit,2022-12-23,112100.0,Active,1499
CARD92572,CUST11845,Credit,2022-03-18,436400.0,Active,0
CARD92573,CUST14965,Debit,2025-07-26,,Closed,0
CARD92574,CUST12948,Debit,2025-12-04,,Active,0
CARD92575,CUST14445,Debit,2022-04-26,,Active,0
CARD92576,CUST10251,Debit,2022-09-30,,Active,0
CARD92577,CUST11765,Debit,2023-09-02,,Active,0
CARD92578,CUST11260,Debit,2024-06-27,,Active,0
CARD92579,CUST10894,Credit,2024-01-10,211400.0,Active,499
CARD92580,CUST12743,Debit,2024-04-02,,Active,0
CARD92581,CUST11792,Debit,2022-08-25,,Active,0
CARD92582,CUST10318,Debit,2022-03-07,,Active,0
CARD92583,CUST11142,Credit,2025-05-03,52100.0,Active,499
CARD92584,CUST14166,Credit,2025-11-05,238100.0,Active,0
CARD92585,CUST12001,Credit,2022-12-16,152700.0,Active,499
CARD92586,CUST12276,Debit,2022-04-22,,Active,0
CARD92587,CUST12322,Debit,2024-12-30,,Active,0
CARD92588,CUST10818,Credit,2024-04-30,63100.0,Active,1499
CARD92589,CUST10743,Debit,2025-12-24,,Active,0
CARD92590,CUST13103,Debit,2024-02-29,,Active,0
CARD92591,CUST12603,Debit,2024-10-21,,Active,0
CARD92592,CUST10081,Credit,2024-09-18,202200.0,Active,1499
CARD92593,CUST13119,Debit,2025-10-19,,Blocked,0
CARD92594,CUST14131,Debit,2023-07-15,,Active,0
CARD92595,CUST12846,Debit,2022-11-05,,Active,0
CARD92596,CUST10335,Debit,2025-02-19,,Active,0
CARD92597,CUST11476,Credit,2022-09-04,512200.0,Active,499
CARD92598,CUST13847,Debit,2024-06-16,,Active,0
CARD92599,CUST14397,Credit,2022-02-26,96500.0,Active,1499
CARD92600,CUST11253,Debit,2022-09-19,,Expired,0
CARD92601,CUST13512,Debit,2022-03-16,,Active,0
CARD92602,CUST12536,Debit,2022-03-08,,Active,0
CARD92603,CUST10342,Credit,2023-09-23,101700.0,Active,999
CARD92604,CUST13629,Credit,2024-12-08,365700.0,Active,999
CARD92605,CUST12633,Credit,2024-10-20,254500.0,Active,999
CARD92606,CUST10481,Debit,2024-10-20,,Active,0
CARD92607,CUST13649,Credit,2024-01-09,110500.0,Active,999
CARD92608,CUST14420,Debit,2024-10-28,,Active,0
CARD92609,CUST10872,Credit,2022-06-01,54600.0,Active,499
CARD92610,CUST10647,Debit,2023-09-02,,Active,0
CARD92611,CUST11479,Credit,2025-03-25,128200.0,Active,1499
CARD92612,CUST14200,Debit,2025-08-07,,Expired,0
CARD92613,CUST12824,Credit,2022-09-11,597300.0,Expired,0
CARD92614,CUST11737,Debit,2023-06-12,,Active,0
CARD92615,CUST10362,Credit,2022-09-18,101800.0,Blocked,1499
CARD92616,CUST10238,Credit,2023-06-22,250900.0,Active,999
CARD92617,CUST14016,Debit,2025-10-10,,Active,0
CARD92618,CUST11082,Credit,2022-05-10,195500.0,Active,999
CARD92619,CUST14876,Debit,2025-10-16,,Active,0
CARD92620,CUST11228,Debit,2025-05-30,,Active,0
CARD92621,CUST13598,Debit,2023-05-24,,Expired,0
CARD92622,CUST14694,Credit,2023-04-29,74000.0,Active,499
CARD92623,CUST13429,Credit,2024-12-22,67500.0,Active,499
CARD92624,CUST13672,Credit,2024-03-29,310000.0,Active,999
CARD92625,CUST11502,Debit,2022-05-01,,Closed,0
CARD92626,CUST10290,Credit,2022-04-28,115700.0,Expired,499
CARD92627,CUST13437,Debit,2024-10-01,,Active,0
CARD92628,CUST10813,Debit,2022-08-24,,Active,0
CARD92629,CUST10205,Credit,2023-03-22,186100.0,Active,499
CARD92630,CUST13419,Debit,2024-01-13,,Active,0
CARD92631,CUST12310,Debit,2024-12-15,,Active,0
CARD92632,CUST11411,Debit,2025-07-31,,Active,0
CARD92633,CUST14833,Debit,2023-04-13,,Active,0
CARD92634,CUST12727,Debit,2023-06-29,,Active,0
CARD92635,CUST10544,Credit,2025-06-19,120400.0,Active,999
CARD92636,CUST11058,Debit,2024-01-04,,Active,0
CARD92637,CUST12973,Debit,2024-08-15,,Active,0
CARD92638,CUST10165,Debit,2023-04-08,,Expired,0
CARD92639,CUST13667,Debit,2023-07-03,,Active,0
CARD92640,CUST10581,Debit,2022-04-12,,Closed,0
CARD92641,CUST14048,Debit,2023-04-15,,Active,0
CARD92642,CUST10463,Credit,2023-07-28,126000.0,Closed,999
CARD92643,CUST13567,Credit,2025-01-26,245100.0,Active,1499
CARD92644,CUST13514,Debit,2024-07-22,,Expired,0
CARD92645,CUST10405,Debit,2022-08-16,,Active,0
CARD92646,CUST13162,Debit,2025-10-08,,Active,0
CARD92647,CUST11450,Debit,2025-04-07,,Active,0
CARD92648,CUST10087,Debit,2024-11-25,,Active,0
CARD92649,CUST13834,Credit,2024-12-02,88700.0,Active,1499
CARD92650,CUST14035,Debit,2022-07-07,,Active,0
CARD92651,CUST10558,Debit,2025-04-13,,Closed,0
CARD92652,CUST11304,Debit,2023-03-20,,Active,0
CARD92653,CUST11473,Debit,2026-01-23,,Active,0
CARD92654,CUST11541,Credit,2023-01-02,409300.0,Active,999
CARD92655,CUST10014,Debit,2024-04-06,,Closed,0
CARD92656,CUST13703,Credit,2022-11-26,85600.0,Active,1499
CARD92657,CUST13978,Credit,2022-10-22,131800.0,Active,999
CARD92658,CUST11177,Credit,2025-02-11,89500.0,Active,499
CARD92659,CUST13598,Debit,2022-02-16,,Expired,0
CARD92660,CUST10994,Debit,2024-02-19,,Active,0
CARD92661,CUST12067,Debit,2025-12-30,,Active,0
CARD92662,CUST13197,Credit,2025-10-20,92300.0,Active,999
CARD92663,CUST13042,Debit,2023-06-12,,Active,0
CARD92664,CUST12890,Debit,2025-05-30,,Active,0
CARD92665,CUST11592,Credit,2022-09-30,154700.0,Active,0
CARD92666,CUST14595,Credit,2023-07-29,168200.0,Active,0
CARD92667,CUST11429,Credit,2024-10-28,116600.0,Active,0
CARD92668,CUST11630,Debit,2022-07-01,,Expired,0
CARD92669,CUST13125,Debit,2022-04-29,,Active,0
CARD92670,CUST13851,Debit,2024-10-04,,Active,0
CARD92671,CUST10302,Debit,2022-06-12,,Active,0
CARD92672,CUST13627,Debit,2022-12-20,,Active,0
CARD92673,CUST14503,Debit,2022-06-09,,Active,0
CARD92674,CUST11181,Debit,2022-03-29,,Active,0
CARD92675,CUST12728,Debit,2024-12-26,,Active,0
CARD92676,CUST11901,Credit,2024-10-31,96300.0,Active,499
CARD92677,CUST10982,Debit,2025-08-27,,Active,0
CARD92678,CUST12540,Debit,2023-11-06,,Active,0
CARD92679,CUST12107,Credit,2024-08-09,357000.0,Active,499
CARD92680,CUST13665,Debit,2025-06-06,,Active,0
CARD92681,CUST13796,Credit,2025-02-23,464000.0,Active,499
CARD92682,CUST11500,Credit,2022-06-16,136200.0,Active,999
CARD92683,CUST12178,Credit,2023-02-14,104900.0,Active,999
CARD92684,CUST13916,Debit,2023-06-12,,Active,0
CARD92685,CUST14291,Credit,2023-04-06,133900.0,Active,999
CARD92686,CUST10154,Credit,2022-07-05,99900.0,Expired,0
CARD92687,CUST10342,Credit,2024-06-22,215400.0,Active,0
CARD92688,CUST13117,Debit,2024-12-09,,Blocked,0
CARD92689,CUST10668,Debit,2024-03-29,,Expired,0
CARD92690,CUST13812,Debit,2024-09-15,,Active,0
CARD92691,CUST11941,Credit,2022-10-28,280800.0,Active,1499
CARD92692,CUST12463,Debit,2023-12-05,,Expired,0
CARD92693,CUST10809,Debit,2022-10-01,,Active,0
CARD92694,CUST14725,Debit,2022-02-03,,Active,0
CARD92695,CUST11851,Credit,2023-04-01,56900.0,Active,0
CARD92696,CUST10670,Credit,2023-07-20,108600.0,Active,1499
CARD92697,CUST10427,Credit,2022-04-24,104800.0,Active,0
CARD92698,CUST11185,Debit,2024-05-26,,Active,0
CARD92699,CUST14757,Debit,2025-05-30,,Active,0
CARD92700,CUST11672,Debit,2022-06-17,,Expired,0
CARD92701,CUST12179,Credit,2022-07-02,141900.0,Active,499
CARD92702,CUST13087,Credit,2024-12-18,287300.0,Active,999
CARD92703,CUST11894,Credit,2023-08-27,144000.0,Expired,0
CARD92704,CUST10885,Credit,2023-03-28,237400.0,Active,999
CARD92705,CUST11111,Credit,2023-09-12,205400.0,Active,1499
CARD92706,CUST13671,Credit,2024-03-03,94400.0,Active,499
CARD92707,CUST14244,Debit,2024-11-21,,Active,0
CARD92708,CUST14583,Debit,2024-03-21,,Active,0
CARD92709,CUST13513,Debit,2022-06-10,,Blocked,0
CARD92710,CUST10939,Debit,2024-04-05,,Active,0
CARD92711,CUST11721,Debit,2024-11-12,,Blocked,0
CARD92712,CUST12501,Debit,2023-03-22,,Active,0
CARD92713,CUST14916,Credit,2023-03-28,348500.0,Blocked,0
CARD92714,CUST14533,Credit,2023-04-02,91000.0,Closed,999
CARD92715,CUST13935,Debit,2022-05-26,,Active,0
CARD92716,CUST12590,Debit,2025-04-30,,Active,0
CARD92717,CUST13285,Debit,2025-05-15,,Closed,0
CARD92718,CUST12979,Debit,2023-11-17,,Active,0
CARD92719,CUST12215,Credit,2026-01-09,65700.0,Active,999
CARD92720,CUST11490,Credit,2022-06-21,276000.0,Active,1499
CARD92721,CUST12966,Debit,2025-07-12,,Blocked,0
CARD92722,CUST14595,Credit,2022-01-18,164900.0,Active,999
CARD92723,CUST12132,Debit,2024-01-31,,Active,0
CARD92724,CUST10185,Debit,2023-12-20,,Active,0
CARD92725,CUST12846,Debit,2025-07-18,,Active,0
CARD92726,CUST14537,Debit,2024-03-21,,Active,0
CARD92727,CUST12666,Credit,2023-05-08,36700.0,Active,0
CARD92728,CUST14201,Debit,2024-06-25,,Active,0
CARD92729,CUST11246,Debit,2024-01-20,,Active,0
CARD92730,CUST11046,Credit,2025-04-09,132900.0,Active,499
CARD92731,CUST13954,Debit,2022-11-23,,Active,0
CARD92732,CUST14319,Credit,2025-08-22,455000.0,Active,499
CARD92733,CUST13815,Debit,2025-05-30,,Active,0
CARD92734,CUST12095,Debit,2024-04-18,,Active,0
CARD92735,CUST10332,Debit,2023-10-19,,Blocked,0
CARD92736,CUST10520,Debit,2024-12-30,,Active,0
CARD92737,CUST10989,Debit,2022-04-20,,Active,0
CARD92738,CUST10734,Debit,2023-10-27,,Active,0
CARD92739,CUST12963,Debit,2024-05-08,,Active,0
CARD92740,CUST13634,Debit,2023-06-21,,Expired,0
CARD92741,CUST11528,Credit,2023-01-28,207800.0,Active,1499
CARD92742,CUST14759,Debit,2024-02-20,,Blocked,0
CARD92743,CUST11139,Debit,2023-01-12,,Active,0
CARD92744,CUST14201,Debit,2022-02-22,,Active,0
CARD92745,CUST13876,Debit,2024-08-13,,Blocked,0
CARD92746,CUST12274,Credit,2024-10-03,196800.0,Active,0
CARD92747,CUST12530,Debit,2022-06-11,,Closed,0
CARD92748,CUST13921,Debit,2025-01-17,,Active,0
CARD92749,CUST10027,Credit,2022-03-21,67500.0,Active,499
CARD92750,CUST14334,Debit,2024-01-13,,Active,0
CARD92751,CUST13203,Credit,2025-01-01,140000.0,Active,499
CARD92752,CUST12544,Debit,2024-08-18,,Active,0
CARD92753,CUST10958,Debit,2025-05-06,,Active,0
CARD92754,CUST13038,Debit,2025-06-22,,Active,0
CARD92755,CUST11639,Credit,2025-02-19,83500.0,Active,999
CARD92756,CUST13885,Debit,2026-01-01,,Expired,0
CARD92757,CUST14195,Credit,2022-07-09,63100.0,Active,999
CARD92758,CUST12861,Credit,2022-04-30,273700.0,Blocked,1499
CARD92759,CUST14413,Credit,2025-02-06,121000.0,Active,0
CARD92760,CUST13929,Debit,2024-01-13,,Blocked,0
CARD92761,CUST10957,Credit,2022-01-05,166800.0,Active,1499
CARD92762,CUST13433,Debit,2024-01-04,,Active,0
CARD92763,CUST10613,Debit,2022-02-11,,Active,0
CARD92764,CUST13858,Debit,2022-03-03,,Active,0
CARD92765,CUST13042,Debit,2025-01-27,,Active,0
CARD92766,CUST12164,Debit,2025-01-12,,Active,0
CARD92767,CUST11891,Debit,2025-06-16,,Expired,0
CARD92768,CUST12170,Debit,2025-01-13,,Active,0
CARD92769,CUST14524,Debit,2022-10-18,,Active,0
CARD92770,CUST11810,Debit,2024-08-17,,Active,0
CARD92771,CUST12078,Debit,2022-08-17,,Active,0
CARD92772,CUST10362,Credit,2023-03-29,108200.0,Active,499
CARD92773,CUST10874,Credit,2023-01-09,81600.0,Active,1499
CARD92774,CUST14384,Debit,2025-06-20,,Active,0
CARD92775,CUST13989,Debit,2026-01-07,,Active,0
CARD92776,CUST10747,Debit,2023-01-22,,Active,0
CARD92777,CUST10359,Debit,2024-02-15,,Active,0
CARD92778,CUST14823,Debit,2023-05-15,,Closed,0
CARD92779,CUST12048,Credit,2025-04-16,275600.0,Active,999
CARD92780,CUST10155,Debit,2025-05-30,,Active,0
CARD92781,CUST12060,Debit,2023-02-09,,Active,0
CARD92782,CUST10915,Credit,2024-05-26,359000.0,Active,0
CARD92783,CUST12102,Debit,2024-01-29,,Active,0
CARD92784,CUST11611,Debit,2025-04-24,,Active,0
CARD92785,CUST14923,Debit,2023-06-15,,Active,0
CARD92786,CUST10874,Debit,2024-07-26,,Expired,0
CARD92787,CUST13110,Debit,2022-11-21,,Active,0
CARD92788,CUST11323,Credit,2022-10-17,254400.0,Active,499
CARD92789,CUST11396,Debit,2025-01-22,,Blocked,0
CARD92790,CUST12148,Debit,2022-10-15,,Active,0
CARD92791,CUST13909,Credit,2024-05-20,290200.0,Expired,499
CARD92792,CUST14248,Debit,2023-03-24,,Active,0
CARD92793,CUST13986,Debit,2024-04-22,,Active,0
CARD92795,CUST14491,Debit,2022-04-12,,Closed,0
CARD92796,CUST10748,Debit,2024-09-20,,Active,0
CARD92797,CUST12770,Credit,2023-01-07,399300.0,Expired,0
CARD92798,CUST10551,Debit,2024-12-21,,Active,0
CARD92799,CUST14068,Debit,2026-01-28,,Active,0
CARD92800,CUST11517,Credit,2023-09-27,96500.0,Closed,999
CARD92801,CUST14376,Credit,2022-05-20,56700.0,Active,499
CARD92802,CUST14703,Debit,2022-01-26,,Expired,0
CARD92803,CUST11970,Debit,2024-07-30,,Active,0
CARD92804,CUST11480,Debit,2023-12-11,,Active,0
CARD92805,CUST10132,Debit,2022-06-21,,Active,0
CARD92806,CUST11686,Debit,2023-03-15,,Active,0
CARD92807,CUST13047,Credit,2024-06-21,138000.0,Active,999
CARD92808,CUST10366,Credit,2025-09-11,187100.0,Active,0
CARD92809,CUST14929,Debit,2025-06-30,,Active,0
CARD92810,CUST12030,Credit,2024-11-18,133300.0,Expired,1499
CARD92811,CUST13833,Credit,2023-06-09,208200.0,Expired,499
CARD92812,CUST14357,Debit,2024-09-16,,Closed,0
CARD92813,CUST14182,Debit,2025-07-09,,Active,0
CARD92814,CUST13610,Debit,2025-10-25,,Active,0
CARD92815,CUST12289,Debit,2023-06-21,,Active,0
CARD92816,CUST13747,Debit,2023-04-20,,Active,0
CARD92817,CUST12890,Debit,2022-11-17,,Active,0
CARD92818,CUST10253,Credit,2023-02-09,156400.0,Active,0
CARD92819,CUST14849,Credit,2024-05-30,182100.0,Expired,999
CARD92820,CUST10907,Debit,2024-09-15,,Active,0
CARD92821,CUST13769,Credit,2022-06-13,136900.0,Active,1499
CARD92822,CUST14207,Credit,2025-02-25,82900.0,Active,1499
CARD92823,CUST10445,Debit,2023-01-02,,Closed,0
CARD92824,CUST11769,Credit,2024-02-01,190400.0,Closed,499
CARD92825,CUST10434,Credit,2023-12-10,58000.0,Active,999
CARD92826,CUST12367,Credit,2022-01-26,78000.0,Expired,999
CARD92827,CUST11074,Debit,2023-03-07,,Active,0
CARD92828,CUST13641,Debit,2024-06-12,,Active,0
CARD92829,CUST12424,Debit,2022-09-15,,Active,0
CARD92830,CUST11345,Debit,2024-11-28,,Active,0
CARD92831,CUST11534,Credit,2025-01-01,147900.0,Active,999
CARD92832,CUST11939,Debit,2025-10-06,,Active,0
CARD92833,CUST11434,Debit,2024-06-21,,Active,0
CARD92834,CUST14885,Debit,2025-05-22,,Active,0
CARD92835,CUST10415,Credit,2022-04-01,191800.0,Active,0
CARD92836,CUST14347,Debit,2022-04-01,,Active,0
CARD92837,CUST13256,Credit,2025-07-19,65000.0,Active,499
CARD92838,CUST12531,Credit,2023-06-09,464600.0,Active,999
CARD92839,CUST14947,Debit,2023-07-29,,Active,0
CARD92840,CUST10433,Credit,2022-06-23,83900.0,Closed,0
CARD92841,CUST10670,Credit,2024-05-28,71200.0,Blocked,499
CARD92842,CUST12157,Debit,2024-03-13,,Active,0
CARD92843,CUST11698,Credit,2025-10-07,67600.0,Active,0
CARD92844,CUST12264,Debit,2023-05-17,,Active,0
CARD92845,CUST11351,Credit,2023-07-25,86300.0,Active,1499
CARD92846,CUST12570,Debit,2023-03-07,,Active,0
CARD92847,CUST13965,Credit,2025-09-27,205500.0,Active,499
CARD92848,CUST13678,Debit,2022-11-01,,Active,0
CARD92849,CUST12545,Debit,2023-01-24,,Closed,0
CARD92850,CUST10186,Credit,2025-08-16,346900.0,Active,999
CARD92851,CUST13019,Credit,2023-01-31,299700.0,Active,1499
CARD92852,CUST13924,Credit,2022-12-14,98800.0,Active,999
CARD92853,CUST13498,Credit,2023-03-24,222300.0,Active,0
CARD92854,CUST10806,Debit,2025-12-08,,Active,0
CARD92855,CUST10302,Debit,2024-03-07,,Active,0
CARD92856,CUST11147,Debit,2022-03-16,,Active,0
CARD92857,CUST13575,Debit,2022-06-01,,Active,0
CARD92858,CUST12319,Credit,2025-02-24,674800.0,Active,1499
CARD92859,CUST12288,Debit,2023-06-04,,Active,0
CARD92860,CUST10939,Credit,2024-09-30,237900.0,Active,0
CARD92861,CUST10498,Credit,2025-05-07,323200.0,Active,0
CARD92862,CUST11005,Debit,2026-01-09,,Active,0
CARD92863,CUST11932,Credit,2023-01-22,130100.0,Active,1499
CARD92864,CUST12047,Credit,2025-07-03,334600.0,Active,999
CARD92865,CUST13602,Debit,2023-02-09,,Blocked,0
CARD92866,CUST10536,Credit,2023-01-08,96300.0,Active,999
CARD92867,CUST14678,Debit,2023-05-23,,Expired,0
CARD92868,CUST13918,Credit,2025-04-06,202800.0,Blocked,499
CARD92869,CUST11026,Debit,2022-12-16,,Active,0
CARD92870,CUST14548,Credit,2024-06-13,83900.0,Active,0
CARD92871,CUST12910,Debit,2023-08-09,,Active,0
CARD92872,CUST14099,Debit,2025-10-01,,Expired,0
CARD92873,CUST11286,Debit,2022-06-27,,Active,0
CARD92874,CUST11195,Debit,2022-01-17,,Expired,0
CARD92875,CUST11990,Debit,2023-05-11,,Active,0
CARD92876,CUST12886,Debit,2025-04-02,,Blocked,0
CARD92877,CUST13186,Credit,2025-10-25,365300.0,Active,0
CARD92878,CUST13647,Debit,2022-11-27,,Active,0
CARD92879,CUST11993,Debit,2024-12-06,,Active,0
CARD92880,CUST10302,Credit,2024-01-29,237400.0,Active,0
CARD92881,CUST11959,Debit,2025-10-14,,Active,0
CARD92882,CUST10154,Debit,2025-07-25,,Active,0
CARD92883,CUST12945,Credit,2025-12-18,113400.0,Active,999
CARD92884,CUST11746,Credit,2024-04-05,211800.0,Active,1499
CARD92885,CUST10533,Debit,2024-05-23,,Active,0
CARD92886,CUST13979,Debit,2022-11-07,,Active,0
CARD92887,CUST12364,Debit,2024-01-29,,Active,0
CARD92888,CUST10395,Debit,2022-06-21,,Active,0
CARD92889,CUST12059,Credit,2026-01-27,92200.0,Active,499
CARD92890,CUST13177,Credit,2025-01-02,163600.0,Active,499
CARD92891,CUST13041,Debit,2023-08-09,,Active,0
CARD92892,CUST13651,Credit,2023-05-20,62300.0,Active,0
CARD92893,CUST12185,Debit,2025-01-01,,Active,0
CARD92894,CUST13606,Debit,2023-02-02,,Active,0
CARD92895,CUST13693,Credit,2023-01-07,112200.0,Blocked,999
CARD92896,CUST11113,Debit,2023-03-21,,Active,0
CARD92897,CUST12596,Credit,2022-05-25,295400.0,Active,1499
CARD92898,CUST11057,Debit,2023-03-20,,Active,0
CARD92899,CUST13905,Debit,2022-04-23,,Active,0
CARD92900,CUST13415,Credit,2025-03-02,274500.0,Active,499
CARD92901,CUST12807,Credit,2022-10-23,136000.0,Active,1499
CARD92902,CUST13367,Debit,2022-08-30,,Active,0
CARD92903,CUST13510,Debit,2024-09-21,,Active,0
CARD92904,CUST11228,Debit,2025-10-01,,Active,0
CARD92905,CUST14186,Debit,2022-04-08,,Closed,0
CARD92906,CUST10333,Debit,2023-10-18,,Active,0
CARD92907,CUST14690,Debit,2024-03-13,,Active,0
CARD92908,CUST13679,Debit,2024-07-04,,Active,0
CARD92909,CUST11517,Debit,2024-08-18,,Active,0
CARD92910,CUST10593,Debit,2024-12-05,,Active,0
CARD92911,CUST11220,Debit,2024-04-11,,Active,0
CARD92912,CUST12932,Credit,2025-08-24,218900.0,Closed,0
CARD92913,CUST11712,Debit,2023-04-20,,Active,0
CARD92914,CUST12561,Credit,2023-02-16,243000.0,Active,499
CARD92915,CUST11632,Debit,2024-09-16,,Expired,0
CARD92916,CUST10924,Debit,2022-05-09,,Active,0
CARD92917,CUST13767,Credit,2024-10-19,60400.0,Active,1499
CARD92918,CUST12577,Debit,2023-09-16,,Active,0
CARD92919,CUST13098,Debit,2022-03-11,,Active,0
CARD92920,CUST11152,Debit,2023-09-19,,Active,0
CARD92921,CUST10188,Credit,2022-08-08,63500.0,Active,1499
CARD92922,CUST10542,Credit,2026-01-16,81900.0,Active,999
CARD92923,CUST10016,Credit,2023-09-14,112800.0,Active,999
CARD92924,CUST12360,Debit,2025-11-21,,Active,0
CARD92925,CUST12865,Debit,2025-04-27,,Active,0
CARD92926,CUST12008,Debit,2024-03-09,,Closed,0
CARD92927,CUST13156,Debit,2025-08-31,,Active,0
CARD92928,CUST13808,Credit,2023-07-08,128700.0,Active,999
CARD92929,CUST10779,Debit,2023-01-29,,Expired,0
