account_id,customer_id,account_type,opening_date,balance,account_status
ACC22630,CUST12146,Savings,2021-12-11,180715.68,Active
ACC22631,CUST14907,Savings,2026-07-05,8836.97,Active
ACC22632,CUST12070,Current,2024-09-08,54546.86,Active
ACC22633,CUST11427,Savings,2023-04-26,18843.75,Inactive
ACC22634,CUST10147,Salary,2024-04-02,29814.99,Active
ACC22635,CUST14511,Savings,2023-08-26,62829.98,Closed
ACC22636,CUST14565,Current,2021-05-10,41772.27,Active
ACC22637,CUST14103,Current,2022-03-30,10442.61,Active
ACC22638,CUST11038,Premium Savings,2023-05-17,19553.29,Active
ACC22639,CUST14442,Salary,2023-10-24,85886.7,Dormant
ACC22640,CUST12377,Salary,2026-02-25,33577.89,Active
ACC22641,CUST14194,Current,2026-07-25,97088.57,Active
ACC22642,CUST12030,Savings,2024-11-18,163635.93,Active
ACC22643,CUST11069,Salary,2023-03-08,76036.29,Active
ACC22644,CUST13180,Salary,2021-09-04,16921.07,Active
ACC22645,CUST13622,Current,2021-05-17,55782.23,Active
ACC22646,CUST14002,Premium Savings,2022-07-19,82543.21,Active
ACC22647,CUST13558,Savings,2024-06-05,70593.63,Inactive
ACC22648,CUST14182,Savings,2025-04-22,41937.03,Active
ACC22649,CUST13899,Savings,2026-08-11,27291.83,Active
ACC22650,CUST12313,Savings,2025-04-20,9392.62,Active
ACC22651,CUST12285,Premium Savings,2024-09-28,20109.19,Active
ACC22652,CUST10643,Savings,2021-05-27,19545.73,Dormant
ACC22653,CUST13115,Savings,2025-12-31,55797.54,Active
ACC22654,CUST13212,Savings,2021-08-22,153955.54,Active
ACC22655,CUST12306,Salary,2023-01-03,51478.23,Dormant
ACC22656,CUST10664,Savings,2026-06-06,66926.77,Active
ACC22657,CUST12368,Savings,2021-07-31,33269.85,Active
ACC22658,CUST13499,Salary,2022-01-02,177286.5,Active
ACC22659,CUST11604,Savings,2026-07-20,41600.3,Active
ACC22660,CUST12578,Savings,2023-05-29,34936.81,Active
ACC22661,CUST13365,Savings,2023-03-10,29899.85,Active
ACC22662,CUST14828,Savings,2026-06-16,37106.87,Active
ACC22663,CUST11698,Savings,2025-10-17,59968.54,Active
ACC22664,CUST11799,Savings,2022-09-12,245024.11,Active
ACC22665,CUST14229,Current,2024-09-25,72091.65,Closed
ACC22666,CUST12472,Savings,2024-02-23,6969.45,Active
ACC22667,CUST13804,Savings,2021-09-12,6465.71,Active
ACC22668,CUST14824,Savings,2021-04-08,33037.79,Active
ACC22669,CUST11077,Premium Savings,2026-04-23,110162.92,Inactive
ACC22670,CUST14571,Salary,2026-03-02,6654.02,Active
ACC22671,CUST11057,Savings,2022-12-11,166551.43,Active
ACC22672,CUST12224,Current,2021-11-08,87388.22,Active
ACC22673,CUST11298,Current,2021-10-03,26319.88,Active
ACC22674,CUST10074,Savings,2022-01-08,9318.52,Inactive
ACC22675,CUST10775,Salary,2025-01-20,179754.12,Dormant
ACC22676,CUST12670,Savings,2023-05-09,307233.96,Active
ACC22677,CUST13988,Savings,2023-07-02,32948.31,Active
ACC22678,CUST11459,Savings,2024-07-17,36940.03,Active
ACC22679,CUST11080,Current,2024-02-27,103757.96,Active
ACC22680,CUST11988,Savings,2022-12-22,62918.69,Active
ACC22681,CUST12475,Savings,2022-04-29,16033.78,Active
ACC22682,CUST12408,Savings,2023-10-09,32233.08,Active
ACC22683,CUST12549,Premium Savings,2026-03-03,54094.98,Active
ACC22684,CUST13694,Premium Savings,2024-01-06,8488.68,Active
ACC22685,CUST12072,Savings,2023-02-26,90127.66,Active
ACC22686,CUST12519,Current,2024-10-13,30952.31,Active
ACC22687,CUST14438,Savings,2024-01-17,46440.4,Active
ACC22688,CUST11192,Savings,2024-02-22,196729.53,Active
ACC22689,CUST14994,Savings,2024-03-15,22042.31,Active
ACC22690,CUST13437,Salary,2024-08-28,108094.4,Inactive
ACC22691,CUST14771,Savings,2022-10-07,62695.03,Active
ACC22692,CUST12164,Savings,2026-01-04,133644.36,Active
ACC22693,CUST10484,Savings,2026-03-14,8326.19,Active
ACC22694,CUST14318,Savings,2021-03-25,-500.0,Dormant
ACC22695,CUST11963,Savings,2026-04-03,52208.29,Active
ACC22696,CUST12226,Current,2021-09-05,37246.67,Active
ACC22697,CUST14228,Salary,2023-11-27,102759.07,Active
ACC22698,CUST10245,Premium Savings,2021-05-15,111307.63,Active
ACC22699,CUST13181,Savings,2023-05-30,4889.52,Active
ACC22700,CUST12315,Savings,2023-03-03,43113.24,Active
ACC22701,CUST11798,Premium Savings,2022-02-25,31186.1,Active
ACC22702,CUST10130,Savings,2026-04-03,31947.08,Inactive
ACC22703,CUST10544,Salary,2023-07-11,72817.22,Active
ACC22704,CUST12251,Current,2024-11-07,110596.48,Closed
ACC22705,CUST11163,Savings,2023-07-20,17928.57,Inactive
ACC22706,CUST12078,Salary,2023-12-10,6753.45,Dormant
ACC22707,CUST13606,Current,2021-01-03,65084.55,Active
ACC22708,CUST12317,Savings,2024-10-10,59601.46,Active
ACC22709,CUST14883,Salary,2025-01-30,72953.44,Active
ACC22710,CUST12650,Savings,2022-04-09,117408.23,Active
ACC22711,CUST11515,Savings,2022-10-03,71239.36,Active
ACC22712,CUST12454,Current,2022-11-24,27166.75,Active
ACC22713,CUST13265,Savings,2023-11-07,145416.99,Dormant
ACC22714,CUST13872,Current,2023-07-14,214243.65,Active
ACC22715,CUST13975,Savings,2026-08-11,116571.12,Closed
ACC22716,CUST10687,Salary,2024-01-03,122673.95,Active
ACC22717,CUST10815,Savings,2024-07-17,22151.54,Inactive
ACC22718,CUST14623,Savings,2026-07-26,21139.25,Active
ACC22719,CUST11342,Current,2022-05-08,209968.19,Inactive
ACC22720,CUST12552,Salary,2024-10-03,139312.19,Active
ACC22721,CUST13771,Savings,2026-01-04,5293.77,Active
ACC22722,CUST13192,Savings,2022-06-04,20524.39,Active
ACC22723,CUST10782,Current,2025-08-23,88442.58,Active
ACC22724,CUST12832,Current,2024-06-07,108606.41,Active
ACC22725,CUST12088,Savings,2021-04-16,23007.51,Active
ACC22726,CUST11586,Savings,2024-05-18,10310.63,Closed
ACC22727,CUST12640,Savings,2025-05-14,27568.33,Active
ACC22728,CUST14068,Salary,2024-10-10,17425.66,Closed
ACC22729,CUST13448,Savings,2024-05-07,335586.83,Active
ACC22730,CUST11609,Savings,2025-12-14,34507.41,Active
ACC22731,CUST14911,Savings,2022-06-25,15041.7,Active
ACC22732,CUST12372,Savings,2021-02-15,6646.37,Active
ACC22733,CUST12420,Savings,2026-04-07,57276.41,Active
ACC22734,CUST12244,Savings,2025-10-07,16454.99,Inactive
ACC22735,CUST13810,Current,2025-08-09,50808.34,Active
ACC22736,CUST10321,Current,2025-06-13,83113.63,Active
ACC22737,CUST12158,Current,2024-08-02,13845.92,Active
ACC22738,CUST11838,Premium Savings,2021-06-25,18161.26,Active
ACC22739,CUST14922,Salary,2025-10-03,18880.3,Active
ACC22740,CUST10844,Salary,2022-06-22,16330.0,Active
ACC22741,CUST10530,Savings,2025-10-17,187255.37,Active
ACC22742,CUST13556,Salary,2021-06-14,79665.52,Active
ACC22743,CUST13758,Savings,2021-05-26,22914.43,Active
ACC22744,CUST13587,Current,2025-10-29,23372.04,Active
ACC22745,CUST13897,Savings,2025-07-09,100462.97,Closed
ACC22746,CUST12385,Premium Savings,2023-05-06,286206.46,Active
ACC22747,CUST13023,Savings,2021-05-19,107284.15,Active
ACC22748,CUST13745,Salary,2022-04-28,8048.29,Dormant
ACC22749,CUST10771,Savings,2023-03-22,15081.92,Active
ACC22750,CUST14826,Savings,2024-04-17,14770.18,Active
ACC22751,CUST11879,Current,2023-06-08,14004.4,Active
ACC22752,CUST12612,Savings,2024-12-20,14095.69,Inactive
ACC22753,CUST14416,Savings,2024-05-10,103504.25,Active
ACC22754,CUST13206,Savings,2024-04-19,4936.55,Active
ACC22755,CUST13182,Savings,2024-10-22,3923.31,Active
ACC22756,CUST13676,Current,2025-10-11,28621.51,Active
ACC22757,CUST12905,Savings,2026-06-23,107273.33,Active
ACC22758,CUST12365,Salary,2022-11-09,166165.23,Active
ACC22759,CUST11361,Premium Savings,2025-08-04,183138.3,Active
ACC22760,CUST13221,Savings,2021-11-17,54311.83,Closed
ACC22761,CUST11386,Salary,2026-08-02,240301.77,Dormant
ACC22762,CUST10286,Savings,2021-08-24,35593.95,Dormant
ACC22763,CUST14822,Salary,2023-08-27,20729.56,Active
ACC22764,CUST11697,Current,2025-11-06,65123.11,Active
ACC22765,CUST14652,Savings,2025-10-04,3956.42,Active
ACC22766,CUST12692,Savings,2021-12-22,34402.28,Active
ACC22767,CUST10809,Salary,2023-01-28,163691.38,Active
ACC22768,CUST11656,Savings,2023-07-25,92394.8,Active
ACC22769,CUST10325,Current,2023-04-03,33718.38,Active
ACC22770,CUST13907,Savings,2022-04-19,85929.59,Active
ACC22771,CUST11127,Savings,2021-01-18,88098.67,Active
ACC22772,CUST13264,Savings,2025-05-09,28684.72,Active
ACC22773,CUST12689,Current,2023-10-25,338972.76,Active
ACC22774,CUST10973,Savings,2023-08-17,42748.07,Active
ACC22775,CUST13679,Savings,2022-01-11,6529.95,Inactive
ACC22776,CUST12270,Salary,2023-07-11,88484.76,Active
ACC22777,CUST13066,Current,2022-12-23,12234.5,Active
ACC22778,CUST14894,Salary,2023-02-11,23616.51,Active
ACC22779,CUST11827,Salary,2026-07-15,45249.49,Active
ACC22780,CUST10320,Savings,2021-05-05,11172.19,Active
ACC22781,CUST14190,Savings,2023-10-23,41332.53,Active
ACC22782,CUST10042,Current,2023-02-10,57876.62,Inactive
ACC22783,CUST12371,Premium Savings,2026-07-15,48530.19,Closed
ACC22784,CUST11169,Salary,2021-03-21,24523.38,Closed
ACC22785,CUST11050,Savings,2023-04-16,64092.7,Active
ACC22786,CUST13709,Current,2026-04-07,128341.69,Closed
ACC22787,CUST14220,Savings,2023-12-14,442102.56,Active
ACC22788,CUST12328,Savings,2025-10-16,24334.31,Dormant
ACC22789,CUST12747,Savings,2023-12-16,136828.12,Active
ACC22790,CUST13545,Premium Savings,2022-04-06,26216.75,Dormant
ACC22791,CUST12733,Savings,2024-12-18,77207.59,Active
ACC22792,CUST12432,Salary,2023-08-09,28333.19,Dormant
ACC22793,CUST12297,Salary,2021-11-25,9447.16,Active
ACC22794,CUST12512,Current,2021-03-13,75210.79,Closed
ACC22795,CUST11958,Savings,2025-10-11,433969.71,Active
ACC22796,CUST10897,Savings,2024-04-25,36830.57,Active
ACC22797,CUST11048,Savings,2024-05-22,324766.87,Dormant
ACC22798,CUST14857,Salary,2023-01-05,14331.76,Dormant
ACC22799,CUST10835,Savings,2025-01-12,9662.22,Active
ACC22800,CUST12741,Savings,2021-07-22,39890.22,Inactive
ACC22801,CUST11664,Premium Savings,2025-11-23,18321.86,Active
ACC22802,CUST13024,Current,2022-06-09,6749.44,Active
ACC22803,CUST13943,Savings,2025-12-10,136421.42,Active
ACC22804,CUST11026,Savings,2024-12-12,51040.77,Active
ACC22805,CUST10983,Savings,2022-10-12,89700.81,Active
ACC22806,CUST13346,Savings,2021-12-10,33557.03,Active
ACC22807,CUST10871,Current,2023-08-03,147397.71,Closed
ACC22808,CUST12603,Savings,2021-11-18,89415.66,Active
ACC22809,CUST10198,Salary,2021-04-29,90631.28,Active
ACC22810,CUST12116,Current,2021-08-15,35680.47,Active
ACC22811,CUST11437,Savings,2023-11-04,14366.28,Active
ACC22812,CUST10505,Savings,2025-06-24,41593.72,Dormant
ACC22813,CUST11210,Salary,2025-12-03,3548.58,Inactive
ACC22814,CUST11457,Savings,2026-03-18,93780.18,Active
ACC22815,CUST12168,Savings,2021-12-23,24604.82,Active
ACC22816,CUST10876,Salary,2021-07-06,20693.74,Active
ACC22817,CUST14929,Savings,2023-07-28,54776.05,Active
ACC22818,CUST13406,Current,2024-04-12,25080.37,Inactive
ACC22819,CUST10220,Premium Savings,2026-01-06,66207.3,Active
ACC22820,CUST13521,Salary,2025-05-15,47316.41,Active
ACC22821,CUST12005,Premium Savings,2021-11-06,13908.75,Dormant
ACC22822,CUST11640,Savings,2021-03-11,24127.98,Closed
ACC22823,CUST10077,Savings,2022-05-21,29030.15,Closed
ACC22824,CUST10155,Savings,2026-05-01,143885.74,Active
ACC22825,CUST13412,Current,2021-03-12,107125.81,Active
ACC22826,CUST13729,Current,2021-02-22,109212.03,Inactive
ACC22827,CUST14501,Premium Savings,2021-10-09,123781.13,Active
ACC22828,CUST14034,Savings,2023-10-17,41038.72,Inactive
ACC22829,CUST13574,Savings,2023-08-12,98138.22,Active
ACC22830,CUST13640,Savings,2023-03-05,32839.92,Active
ACC22831,CUST12302,Premium Savings,2021-10-20,49857.76,Active
ACC22832,CUST12332,Savings,2024-08-16,37332.46,Active
ACC22833,CUST14372,Savings,2025-11-18,136149.44,Active
ACC22834,CUST13101,Premium Savings,2023-05-06,17808.66,Active
ACC22835,CUST10172,Salary,2023-03-03,70040.27,Active
ACC22836,CUST14188,Salary,2022-09-22,76249.86,Active
ACC22837,CUST12004,Current,2025-03-10,540955.87,Dormant
ACC22838,CUST12259,Premium Savings,2021-02-03,20999.02,Active
ACC22839,CUST11940,Savings,2021-06-10,31309.28,Active
ACC22840,CUST12126,Savings,2021-09-20,320796.07,Dormant
ACC22841,CUST12005,Savings,2021-02-14,53079.47,Active
ACC22842,CUST12256,Savings,2021-01-22,29654.15,Active
ACC22843,CUST14281,Current,2022-08-15,63804.01,Active
ACC22844,CUST10559,Savings,2022-01-14,53725.15,Active
ACC22845,CUST13233,Savings,2023-09-24,44566.24,Closed
ACC22846,CUST12668,Savings,2024-02-27,5593.89,Active
ACC22847,CUST11390,Savings,2021-04-28,34670.19,Active
ACC22848,CUST12275,Premium Savings,2024-02-03,31405.86,Active
ACC22849,CUST11991,Premium Savings,2024-10-20,279882.1,Active
ACC22850,CUST10360,Savings,2023-10-13,161513.99,Active
ACC22851,CUST10124,Premium Savings,2024-02-13,29161.81,Inactive
ACC22852,CUST10331,Salary,2022-01-25,49778.01,Inactive
ACC22853,CUST10113,Current,2023-10-15,142123.09,Active
ACC22854,CUST11650,Savings,2021-06-11,27420.09,Dormant
ACC22855,CUST11741,Current,2023-12-01,39627.41,Active
ACC22856,CUST12536,Salary,2021-07-21,64046.6,Active
ACC22857,CUST14555,Premium Savings,2022-01-21,20600.35,Active
ACC22858,CUST10635,Premium Savings,2025-10-08,12416.46,Active
ACC22859,CUST14768,Savings,2024-02-11,6555.36,Active
ACC22860,CUST10102,Savings,2023-02-04,19295.26,Active
ACC22861,CUST10780,Savings,2023-04-16,32158.29,Active
ACC22862,CUST14886,Savings,2025-07-20,43026.29,Active
ACC22863,CUST12501,Salary,2024-01-29,168482.16,Active
ACC22865,CUST11092,Premium Savings,2023-09-29,155666.63,Closed
ACC22866,CUST11840,Salary,2026-01-27,8443.03,Active
ACC22867,CUST12577,Savings,2026-07-25,7526.19,Active
ACC22868,CUST14988,Salary,2025-06-16,158744.88,Dormant
ACC22869,CUST13052,Savings,2026-05-18,94007.78,Active
ACC22870,CUST12355,Savings,2025-03-21,29414.97,Active
ACC22871,CUST14785,Current,2024-05-21,37223.47,Active
ACC22872,CUST10947,Savings,2021-12-19,37435.9,Active
ACC22873,CUST14366,Salary,2022-11-05,83088.07,Active
ACC22874,CUST14740,Salary,2026-06-17,21163.07,Active
ACC22875,CUST14975,Savings,2021-03-06,197864.84,Inactive
ACC22876,CUST12967,Savings,2022-06-25,28818.0,Active
ACC22877,CUST11174,Current,2025-11-14,25538.83,Dormant
ACC22878,CUST13526,Salary,2022-08-17,40127.08,Active
ACC22879,CUST14851,Salary,2026-04-28,11491.23,Closed
ACC22880,CUST10226,Current,2025-05-22,41926.95,Active
ACC22881,CUST12866,Savings,2021-09-30,39128.97,Dormant
ACC22882,CUST12529,Savings,2022-01-10,107892.7,Active
ACC22883,CUST12857,Savings,2021-05-02,14547.71,Active
ACC22884,CUST13891,Savings,2024-05-29,15615.29,Active
ACC22885,CUST12948,Salary,2023-05-01,30336.32,Active
ACC22886,CUST10980,Savings,2024-12-25,11264.77,Active
ACC22887,CUST12699,Savings,2021-02-07,93728.7,Active
ACC22888,CUST10770,Savings,2026-05-19,99048.29,Active
ACC22889,CUST12957,Savings,2021-01-24,168018.66,Active
ACC22890,CUST13794,Salary,2024-06-13,197192.22,Active
ACC22891,CUST10952,Savings,2025-07-08,45996.22,Active
ACC22892,CUST10165,Savings,2023-02-17,16305.41,Active
ACC22893,CUST14692,Savings,2023-01-02,27614.59,Active
ACC22894,CUST10595,Savings,2022-03-16,41343.09,Active
ACC22895,CUST13600,Savings,2021-08-07,71504.12,Active
ACC22896,CUST14411,Savings,2023-12-05,51970.94,Active
ACC22897,CUST11630,Savings,2025-03-02,17867.05,Dormant
ACC22898,CUST14650,Salary,2023-11-29,32877.54,Inactive
ACC22899,CUST10370,Savings,2022-07-09,41529.55,Dormant
ACC22900,CUST10500,Savings,2024-01-31,52589.11,Active
ACC22901,CUST14109,Savings,2021-10-14,121569.61,Active
ACC22902,CUST10337,Savings,2023-07-12,25086.89,Active
ACC22903,CUST12307,Savings,2022-03-13,31248.06,Active
ACC22904,CUST14049,Premium Savings,2025-10-21,18877.55,Active
ACC22905,CUST10590,Savings,2024-05-11,15730.88,Active
ACC22906,CUST13023,Savings,2022-04-01,20192.86,Inactive
ACC22907,CUST10276,Premium Savings,2023-11-11,25779.9,Active
ACC22908,CUST11922,Salary,2021-01-04,48788.37,Active
ACC22909,CUST11765,Savings,2022-05-17,66789.87,Active
ACC22910,CUST12641,Savings,2022-03-25,45249.49,Active
ACC22911,CUST14345,Salary,2024-11-06,98231.97,Closed
ACC22912,CUST11907,Savings,2026-04-01,22994.53,Active
ACC22913,CUST13670,Current,2024-05-26,18723.83,Active
ACC22914,CUST11454,Salary,2024-02-20,24149.29,Active
ACC22915,CUST11220,Current,2021-02-01,28188.4,Active
ACC22916,CUST13438,Salary,2026-04-01,23283.03,Dormant
ACC22917,CUST12346,Savings,2025-08-23,135650.39,Active
ACC22918,CUST11083,Savings,2023-10-29,111941.06,Active
ACC22919,CUST11695,Premium Savings,2025-09-02,58899.95,Active
ACC22920,CUST10908,Savings,2025-05-27,7997.24,Active
ACC22921,CUST11216,Savings,2022-03-25,697296.41,Active
ACC22922,CUST13649,Premium Savings,2024-10-15,19113.53,Active
ACC22923,CUST10912,Savings,2022-11-06,226678.39,Active
ACC22924,CUST13316,Savings,2024-03-13,47117.67,Active
ACC22925,CUST12662,Current,2021-11-28,65530.49,Active
ACC22926,CUST14721,Savings,2026-07-04,16932.01,Active
ACC22927,CUST12746,Current,2024-05-09,0.0,Dormant
ACC22928,CUST13681,Salary,2025-08-29,40584.43,Active
ACC22929,CUST12404,Savings,2024-05-20,81199.45,Active
ACC22930,CUST12378,Savings,2023-02-25,11874.43,Active
ACC22931,CUST10890,Current,2021-11-22,68746.96,Active
ACC22932,CUST13224,Current,2025-01-03,45249.49,Active
ACC22933,CUST10496,Salary,2021-03-17,39389.62,Active
ACC22934,CUST10572,Current,2024-10-10,47296.76,Active
ACC22935,CUST12423,Savings,2026-06-03,22349.76,Active
ACC22936,CUST14757,Savings,2023-10-30,8993.99,Active
ACC22937,CUST11947,Savings,2025-07-01,35986.86,Closed
ACC22938,CUST12389,Salary,2026-07-24,35456.08,Closed
ACC22939,CUST11893,Current,2023-07-03,313977.8,Active
ACC22940,CUST11719,Current,2024-02-06,21221.06,Active
ACC22941,CUST12478,Savings,2022-09-18,51760.06,Active
ACC22942,CUST12468,Current,2023-04-17,20236.15,Closed
ACC22943,CUST10185,Savings,2026-08-01,147373.77,Active
ACC22944,CUST12211,Current,2022-12-21,67135.44,Inactive
ACC22945,CUST14624,Savings,2024-09-09,106179.12,Active
ACC22946,CUST10135,Savings,2021-12-21,27857.86,Active
ACC22947,CUST14038,Savings,2026-05-23,11401.97,Active
ACC22948,CUST13654,Savings,2022-05-13,81196.2,Dormant
ACC22949,CUST11555,Salary,2022-08-10,32552.92,Active
ACC22950,CUST14418,Savings,2026-03-05,34780.7,Active
ACC22951,CUST12170,Savings,2023-10-14,17316.74,Active
ACC22952,CUST11288,Savings,2021-09-06,79396.82,Active
ACC22953,CUST11397,Savings,2021-09-04,128544.27,Active
ACC22954,CUST11743,Savings,2025-06-17,49718.79,Active
ACC22955,CUST10956,Savings,2025-07-24,20523.49,Active
ACC22956,CUST11313,Savings,2022-08-29,55420.03,Inactive
ACC22957,CUST11139,Savings,2026-05-18,46151.0,Active
ACC22958,CUST11568,Savings,2021-08-12,47337.8,Closed
ACC22959,CUST10977,Savings,2021-07-08,76122.59,Active
ACC22960,CUST14158,Savings,2022-04-13,257193.31,Active
ACC22961,CUST14272,Premium Savings,2023-12-02,23685.4,Inactive
ACC22962,CUST13732,Salary,2024-03-24,59534.81,Active
ACC22963,CUST13433,Salary,2024-04-04,133318.16,Active
ACC22964,CUST12198,Premium Savings,2022-02-15,18707.05,Active
ACC22965,CUST14753,Salary,2022-12-19,23656.07,Active
ACC22966,CUST14675,Premium Savings,2021-12-26,72721.59,Active
ACC22967,CUST10905,Salary,2023-06-18,37338.55,Active
ACC22968,CUST10980,Premium Savings,2025-03-28,37260.9,Active
ACC22969,CUST10960,Premium Savings,2021-06-21,98891.0,Active
ACC22970,CUST12665,Savings,2026-05-18,37745.03,Active
ACC22971,CUST12493,Savings,2023-11-17,84474.83,Active
ACC22972,CUST14357,Savings,2026-06-01,18296.82,Active
ACC22973,CUST10120,Savings,2021-06-06,21066.34,Active
ACC22974,CUST14297,Premium Savings,2024-10-11,21216.93,Active
ACC22975,CUST12403,Savings,2026-05-20,180858.7,Active
ACC22976,CUST13535,Savings,2022-08-03,23235.37,Dormant
ACC22977,CUST12233,Salary,2022-06-19,61175.12,Active
ACC22978,CUST12794,Salary,2021-08-28,4270.69,Active
ACC22979,CUST13002,Savings,2026-07-01,108237.16,Active
ACC22980,CUST13515,Salary,2024-05-27,26754.7,Active
ACC22981,CUST12154,Savings,2024-01-30,119365.24,Active
ACC22982,CUST11466,Savings,2022-08-20,18267.06,Active
ACC22983,CUST12700,Current,2022-09-13,14408.96,Active
ACC22984,CUST12292,Savings,2022-07-15,13727.84,Active
ACC22985,CUST10377,Salary,2023-11-29,15452.57,Active
ACC22986,CUST10220,Savings,2021-05-20,36253.77,Active
ACC22987,CUST14598,Savings,2022-12-06,67959.64,Active
ACC22988,CUST14100,Savings,2021-09-27,138451.34,Active
ACC22989,CUST11211,Current,2023-01-25,21399.66,Closed
ACC22990,CUST12659,Salary,2024-04-22,52729.79,Active
ACC22991,CUST14318,Salary,2025-08-01,49514.51,Active
ACC22992,CUST14432,Savings,2022-03-03,6063.38,Active
ACC22993,CUST13571,Savings,2026-03-30,56985.09,Active
ACC22994,CUST12402,Savings,2023-11-01,444066.75,Closed
ACC22995,CUST11350,Savings,2024-12-28,45249.49,Dormant
ACC22996,CUST14276,Premium Savings,2022-03-05,602175.83,Active
ACC22997,CUST10912,Premium Savings,2025-07-22,26834.08,Active
ACC22998,CUST12683,Salary,2026-08-10,30881.12,Active
ACC22999,CUST14401,Savings,2024-09-08,61326.45,Active
ACC23000,CUST10898,Current,2023-09-25,10848.52,Closed
ACC23001,CUST14404,Savings,2026-07-08,212388.32,Active
ACC23002,CUST12479,Savings,2021-09-18,1888.75,Closed
ACC23003,CUST10202,Savings,2023-05-13,47541.89,Active
ACC23004,CUST10393,Savings,2025-06-24,65898.55,Dormant
ACC23005,CUST13555,Salary,2021-10-13,19510.6,Active
ACC23006,CUST14394,Current,2024-03-30,16321.13,Active
ACC23007,CUST13808,Savings,2022-07-06,203473.83,Active
ACC23008,CUST13067,Current,2023-01-10,34769.93,Active
ACC23009,CUST12237,Savings,2023-09-09,4028.33,Closed
ACC23010,CUST13081,Salary,2022-09-01,57912.76,Active
ACC23011,CUST10466,Savings,2023-05-02,16840.65,Active
ACC23012,CUST14061,Salary,2024-09-26,65818.45,Active
ACC23013,CUST13346,Premium Savings,2024-07-17,215326.78,Active
ACC23014,CUST10100,Salary,2021-10-13,39160.44,Inactive
ACC23015,CUST14255,Current,2021-10-26,152123.32,Active
ACC23016,CUST12979,Savings,2025-07-14,58806.54,Active
ACC23017,CUST14288,Savings,2023-09-20,177503.69,Active
ACC23018,CUST10956,Savings,2023-03-23,65634.24,Active
ACC23019,CUST14474,Salary,2026-01-29,153537.33,Active
ACC23020,CUST13710,Savings,2023-05-13,52316.92,Active
ACC23021,CUST12516,Salary,2021-12-10,69991.42,Active
ACC23022,CUST14749,Savings,2025-08-09,8030.92,Closed
ACC23023,CUST12330,Current,2023-05-06,267615.98,Active
ACC23024,CUST14146,Savings,2022-06-07,11750.36,Active
ACC23025,CUST10505,Savings,2025-09-13,5033.49,Active
ACC23026,CUST10149,Salary,2021-08-07,54039.87,Active
ACC23027,CUST11843,Savings,2022-05-23,86249.87,Active
ACC23028,CUST12500,Savings,2026-06-18,61262.47,Active
ACC23029,CUST12595,Savings,2022-08-30,15304.36,Inactive
ACC23030,CUST12338,Savings,2023-04-04,90510.14,Closed
ACC23031,CUST14983,Savings,2024-08-15,53445.17,Active
ACC23032,CUST12791,Savings,2024-11-27,18998.2,Active
ACC23033,CUST14294,Salary,2022-05-04,78134.94,Active
ACC23034,CUST12174,Savings,2023-11-30,9927.48,Dormant
ACC23035,CUST11615,Savings,2023-09-21,21280.1,Active
ACC23036,CUST12048,Current,2025-06-16,206055.8,Active
ACC23037,CUST13251,Savings,2025-04-22,149061.5,Active
ACC23038,CUST13890,Savings,2023-06-30,30696.35,Active
ACC23039,CUST11666,Savings,2022-12-19,178637.47,Active
ACC23040,CUST10796,Premium Savings,2025-05-03,24158.01,Active
ACC23041,CUST11064,Savings,2023-09-18,59105.26,Active
ACC23042,CUST12126,Premium Savings,2023-08-11,24208.41,Active
ACC23043,CUST14229,Salary,2026-01-16,22308.22,Active
ACC23044,CUST10666,Salary,2023-11-05,25820.41,Active
ACC23045,CUST13015,Savings,2026-02-26,486044.14,Active
ACC23046,CUST13557,Savings,2022-02-28,30552.78,Active
ACC23047,CUST12249,Savings,2022-12-06,145992.01,Dormant
ACC23048,CUST14916,Savings,2024-05-07,239630.79,Closed
ACC23049,CUST11562,Salary,2025-01-05,161902.93,Active
ACC23050,CUST14061,Savings,2022-10-05,77944.37,Inactive
ACC23051,CUST12640,Savings,2021-06-30,84557.02,Active
ACC23052,CUST11558,Savings,2026-08-09,37829.02,Active
ACC23053,CUST11224,Savings,2026-03-23,39717.79,Closed
ACC23054,CUST13234,Savings,2025-12-25,24405.02,Active
ACC23055,CUST13560,Current,2025-06-30,80962.87,Active
ACC23056,CUST12037,Premium Savings,2023-03-05,16272.57,Active
ACC23057,CUST10095,Savings,2023-04-15,203553.81,Active
ACC23058,CUST11023,Salary,2025-05-24,45249.49,Active
ACC23059,CUST12398,Savings,2023-03-21,7784.86,Active
ACC23060,CUST11762,Savings,2024-12-16,7176.96,Active
ACC23061,CUST13757,Savings,2026-03-07,45902.17,Active
ACC23062,CUST12947,Premium Savings,2021-05-01,5327.06,Active
ACC23063,CUST11838,Savings,2024-07-13,30426.43,Closed
ACC23064,CUST10065,Current,2026-07-08,40344.23,Active
ACC23065,CUST10869,Savings,2023-03-08,446042.26,Active
ACC23066,CUST12416,Current,2024-01-02,173943.67,Active
ACC23067,CUST11723,Savings,2022-04-07,108931.79,Active
ACC23068,CUST12099,Salary,2023-08-11,356403.06,Active
ACC23069,CUST11404,Savings,2023-06-20,53258.21,Dormant
ACC23070,CUST13430,Savings,2024-10-15,26518.75,Active
ACC23071,CUST11103,Salary,2024-04-16,78235.42,Closed
ACC23072,CUST12878,Current,2021-05-29,66807.15,Closed
ACC23073,CUST12687,Current,2022-06-07,50065.01,Dormant
